ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-second-rates	LET1_B_SA	LET1_B_SA	Nominal Parker Spiral angle LET1B	Angle between particle direction and nominal outward Parker Spiral, based on 400km/s solar wind and corotation breakdown at 10Rs.	&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	SA	support_data	time_series					linear		position&gt;angle											LET1_B_SA						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-second-rates	HET_B_SA	HET_B_SA	Nominal Parker Spiral angle HETB	Angle between particle direction and nominal outward Parker Spiral, based on 400km/s solar wind and corotation breakdown at 10Rs.	&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	SA	support_data	time_series					linear		position&gt;angle											HET_B_SA						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-second-rates	LET2_C_SA	LET2_C_SA	Nominal Parker Spiral angle LET2C	Angle between particle direction and nominal outward Parker Spiral, based on 400km/s solar wind and corotation breakdown at 10Rs.	&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	SA	support_data	time_series					linear		position&gt;angle											LET2_C_SA						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-second-rates	LET1_A_SA	LET1_A_SA	Nominal Parker Spiral angle LET1A	Angle between particle direction and nominal outward Parker Spiral, based on 400km/s solar wind and corotation breakdown at 10Rs.	&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	SA	support_data	time_series					linear		position&gt;angle											LET1_A_SA						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-second-rates	HET_A_SA	HET_A_SA	Nominal Parker Spiral angle HETA	Angle between particle direction and nominal outward Parker Spiral, based on 400km/s solar wind and corotation breakdown at 10Rs.	&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	SA	support_data	time_series					linear		position&gt;angle											HET_A_SA						
ASTRO	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	fieldnam	catdesc	var_notes	units	scalemin	scalemax	validmin	validmax	fillval	depend_0	format	lablaxis	var_type	display_type	coordinate_system	depend_1	labl_ptr_1	monoton	scaletyp	component_0	dict_key	depend_2	funct	labl_ptr_2	virtual	arr_dim	arr_index	chan_name	delta_minus_var	delta_plus_var	flux_ptr	mnemonic	si_conversion	species	time_base	time_scale	variable_purpose	v_parent
ASTRO	CDF_FLOAT	1	2:[80,3]	T/TT	OOOOO	psp_isois-epilo_l2-ic	HCI_ChanC	HCI_ChanC	HCI_ChanC	Flow direction (Unit Vector) for each direction bin. [x,y,z] HCI		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch_ChanC	F6.3	Direction [x,y,z] HCI	support_data			Look_Direction_80	Look_80_LABL		linear		position&gt;direction			label_dir_HCI								HCI_ChanC						
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	Epoch_ChanC	Epoch_ChanC	Time for fast products coming from level 1 ChanC.	Epoch is midpoint of integration.	ns	2017-01-01T00:00:00.000000000	2025-01-01T00:00:00.000000000	1990-01-01T00:00:00.000000000	2029-12-31T23:59:59.999999000	9999-12-31T23:59:59.999999999			Time	support_data					INCREASE	linear		time&gt;epoch								Epoch_ChanC_DELTA	Epoch_ChanC_DELTA		Epoch_ChanC	1e-9&gt;seconds		J2000	TT		
ASTRO	CDF_CHAR	3	1:[80]	F/T	OOOOO	psp_isois-epilo_l2-ic	Look_80_LABL	Look_80_LABL	Look_80_LABL									A3	Look 80 LABL	metadata								label											Look_80_LABL						
ASTRO	CDF_INT1	1	1:[80]	F/T	OOOOO	psp_isois-epilo_l2-ic	Look_Direction_80	Look_Direction_80	Look_Direction_80	look direction bin		0	80	0	80	-128		I2	Look Bin	metadata						linear		number								Look_Direction_80_DELTAMINUS	Look_Direction_80_DELTAPLUS		Look_Direction_80						
ASTRO	CDF_CHAR	5	1:[3]	F/T	OOOOO	psp_isois-epilo_l2-ic	label_dir_HCI	label_dir_HCI	Label Direction HCI									A5	label dir HCI	metadata																			label_dir_HCI						
ASTRO	CDF_INT8	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	Epoch_ChanC_DELTA	Epoch_ChanC_DELTA	Epoch_ChanC_DELTA	One half integration time in nanoseconds. Used for DELTA in Epoch.	ns	0	86000000000000	0	86000000000000	-9223372036854775808	Epoch_ChanC	I20	Epoch ChanC DELTA	support_data	time_series					linear		time											Epoch_ChanC_DELTA	1E9&gt;seconds					
ASTRO	CDF_INT1	1	1:[80]	F/T	OOOOO	psp_isois-epilo_l2-ic	Look_Direction_80_DELTAMINUS	Look_Direction_80_DELTAMINUS	Look_Direction_80_DELTAMINUS			0	80	-1	80	-128		I3	Look Direction 80 DELTAMINUS	support_data						linear		number											Look_DELTA_MINUS						
ASTRO	CDF_INT1	1	1:[80]	F/T	OOOOO	psp_isois-epilo_l2-ic	Look_Direction_80_DELTAPLUS	Look_Direction_80_DELTAPLUS	Look_Direction_80_DELTAPLUS			0	80	0	80	-128		I3	Look Direction 80 DELTAPLUS	support_data						linear		number											Look_DELTA_PLUS						
ASTRO	CDF_FLOAT	1	2:[80,3]	T/TT	OOOOO	psp_isois-epilo_l2-ic	HCI_ChanD	HCI_ChanD	HCI_ChanD	Flow direction (Unit Vector) for each direction bin. [x,y,z] HCI		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch_ChanD	F6.3	Direction [x,y,z] HCI	support_data			Look_Direction_80	Look_80_LABL		linear		position&gt;direction			label_dir_HCI								HCI_ChanD						
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	Epoch_ChanD	Epoch_ChanD	Time for fast products coming from level 1 ChanD.	Epoch is midpoint of integration.	ns	2017-01-01T00:00:00.000000000	2025-01-01T00:00:00.000000000	1990-01-01T00:00:00.000000000	2029-12-31T23:59:59.999999000	9999-12-31T23:59:59.999999999			Time	support_data					INCREASE	linear		time&gt;epoch								Epoch_ChanD_DELTA	Epoch_ChanD_DELTA		Epoch_ChanD	1e-9&gt;seconds		J2000	TT		
ASTRO	CDF_INT8	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	Epoch_ChanD_DELTA	Epoch_ChanD_DELTA	Epoch_ChanD_DELTA	One half integration time in nanoseconds. Used for DELTA in Epoch.	ns	0	86000000000000	0	86000000000000	-9223372036854775808	Epoch_ChanD	I20	Epoch ChanD DELTA	support_data	time_series					linear		time											Epoch_ChanD_DELTA	1E9&gt;seconds					
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_Flux_ChanR_DELTA	H_Flux_ChanR_DELTA	H_Flux_ChanR_DELTA	Based on a combination of rate scaler compression and Poisson statistics. One sigma.	cm!E-2!Nsr!E-1!Nsec!E-1!NkeV!E-1!N	0.0	100.0	0.0	1.0e+17	-1.0e+31	Epoch_ChanR	F20.2	H unc. chanR	support_data	spectrogram		Look_Direction_80	Look_80_LABL		log		uncertainty&gt;particle_flux	H_ChanR_Energy_SLICE		H_ChanR_Energy_LABL				R				Flux_DELTA						
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	Epoch_ChanR	Epoch_ChanR	Time for fast products coming from level 1 ChanR.	Epoch is midpoint of integration.	ns	2017-01-01T00:00:00.000000000	2025-01-01T00:00:00.000000000	1990-01-01T00:00:00.000000000	2029-12-31T23:59:59.999999000	9999-12-31T23:59:59.999999999			Time	support_data					INCREASE	linear		time&gt;epoch								Epoch_ChanR_DELTA	Epoch_ChanR_DELTA		Epoch_ChanR	1e-9&gt;seconds		J2000	TT		
ASTRO	CDF_CHAR	10	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_ChanR_Energy_LABL	H_ChanR_Energy_LABL	H_ChanR_Energy_LABL								Epoch_ChanR	A10	Energy_LABL	metadata			Look_Direction_80	Look_80_LABL				label	H_ChanR_Energy_SLICE										Energy_LABL						
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_ChanR_Energy	H_ChanR_Energy	H_ChanR_Energy		keV	10.0	300000.0	1.0	300000.0	-1.0e+31	Epoch_ChanR	G10.2	Energy	support_data			Look_Direction_80			log		energy&gt;channel_incident							R	H_ChanR_Energy_DELTAMINUS	H_ChanR_Energy_DELTAPLUS		Energy						
ASTRO	CDF_FLOAT	1	1:[48]	F/T	OOOOO	psp_isois-epilo_l2-ic	H_ChanR_Energy_SLICE	H_ChanR_Energy	H_ChanR_Energy		keV	1.0	300000.0	1.0	300000.0	-1.0e+31	Epoch_ChanR	G10.2	Energy	support_data						log	H_ChanR_Energy	energy&gt;channel_incident		arr_slice		true	0	1											
ASTRO	CDF_INT8	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	Epoch_ChanR_DELTA	Epoch_ChanR_DELTA	Epoch_ChanR_DELTA	One half integration time in nanoseconds. Used for DELTA in Epoch.	ns	0	86000000000000	0	86000000000000	-9223372036854775808	Epoch_ChanR	I20	Epoch ChanR DELTA	support_data	time_series					linear		time											Epoch_ChanR_DELTA	1E9&gt;seconds					
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_ChanR_Energy_DELTAMINUS	H_ChanR_Energy_DELTAMINUS	H_ChanR_Energy_DELTAMINUS		keV	0.1	100.0	0.0	60000.0	-1.0e+31	Epoch_ChanR	F8.2	H ChanR Energy DELTAMINUS	support_data						log		uncertainty&gt;energy							R				Energy_DELTA_MINUS						
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_ChanR_Energy_DELTAPLUS	H_ChanR_Energy_DELTAPLUS	H_ChanR_Energy_DELTAPLUS		keV	0.1	100.0	0.0	60000.0	-1.0e+31	Epoch_ChanR	F8.2	H ChanR Energy DELTAPLUS	support_data						log		uncertainty&gt;energy							R				Energy_DELTA_PLUS						
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_Flux_ChanP_DELTA	H_Flux_ChanP_DELTA	H_Flux_ChanP_DELTA	Based on a combination of rate scaler compression and Poisson statistics. One sigma.	cm!E-2!Nsr!E-1!Nsec!E-1!NkeV!E-1!N	0.0	100.0	0.0	1.0e+17	-1.0e+31	Epoch_ChanP	F20.2	H unc. chanP	support_data	spectrogram		Look_Direction_80	Look_80_LABL		log		uncertainty&gt;particle_flux	H_ChanP_Energy_SLICE		H_ChanP_Energy_LABL				P				Flux_DELTA						
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	Epoch_ChanP	Epoch_ChanP	Time for fast products coming from level 1 ChanP.	Epoch is midpoint of integration.	ns	2017-01-01T00:00:00.000000000	2025-01-01T00:00:00.000000000	1990-01-01T00:00:00.000000000	2029-12-31T23:59:59.999999000	9999-12-31T23:59:59.999999999			Time	support_data					INCREASE	linear		time&gt;epoch								Epoch_ChanP_DELTA	Epoch_ChanP_DELTA		Epoch_ChanP	1e-9&gt;seconds		J2000	TT		
ASTRO	CDF_CHAR	10	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_ChanP_Energy_LABL	H_ChanP_Energy_LABL	H_ChanP_Energy_LABL								Epoch_ChanP	A10	Energy_LABL	metadata			Look_Direction_80	Look_80_LABL				label	H_ChanP_Energy_SLICE										Energy_LABL						
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_ChanP_Energy	H_ChanP_Energy	H_ChanP_Energy		keV	10.0	300000.0	1.0	300000.0	-1.0e+31	Epoch_ChanP	G10.2	Energy	support_data			Look_Direction_80			log		energy&gt;channel_incident							P	H_ChanP_Energy_DELTAMINUS	H_ChanP_Energy_DELTAPLUS		Energy						
ASTRO	CDF_FLOAT	1	1:[48]	F/T	OOOOO	psp_isois-epilo_l2-ic	H_ChanP_Energy_SLICE	H_ChanP_Energy	H_ChanP_Energy		keV	1.0	300000.0	1.0	300000.0	-1.0e+31	Epoch_ChanP	G10.2	Energy	support_data						log	H_ChanP_Energy	energy&gt;channel_incident		arr_slice		true	0	1											
ASTRO	CDF_INT8	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	Epoch_ChanP_DELTA	Epoch_ChanP_DELTA	Epoch_ChanP_DELTA	One half integration time in nanoseconds. Used for DELTA in Epoch.	ns	0	86000000000000	0	86000000000000	-9223372036854775808	Epoch_ChanP	I20	Epoch ChanP DELTA	support_data	time_series					linear		time											Epoch_ChanP_DELTA	1E9&gt;seconds					
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_ChanP_Energy_DELTAMINUS	H_ChanP_Energy_DELTAMINUS	H_ChanP_Energy_DELTAMINUS		keV	0.1	100.0	0.0	60000.0	-1.0e+31	Epoch_ChanP	F8.2	H ChanP Energy DELTAMINUS	support_data						log		uncertainty&gt;energy							P				Energy_DELTA_MINUS						
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_ChanP_Energy_DELTAPLUS	H_ChanP_Energy_DELTAPLUS	H_ChanP_Energy_DELTAPLUS		keV	0.1	100.0	0.0	60000.0	-1.0e+31	Epoch_ChanP	F8.2	H ChanP Energy DELTAPLUS	support_data						log		uncertainty&gt;energy							P				Energy_DELTA_PLUS						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	HGC_R_ChanR	HGC_R_ChanR	Spacecraft Position, Radial Distance at timestamp	Spacecraft position, radial distance at timestamp. See Franz and Harper, PSS, 2002.	ua	0.04	1.03	0.04	1.03	-1.0e+31	Epoch_ChanR	F5.3	Pos_R	support_data						linear		position&gt;radial											HGC_R_ChanR	1.495978E11&gt;m					
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	HGC_R_ChanP	HGC_R_ChanP	Spacecraft Position, Radial Distance at timestamp	Spacecraft position, radial distance at timestamp. See Franz and Harper, PSS, 2002.	ua	0.04	1.03	0.04	1.03	-1.0e+31	Epoch_ChanP	F5.3	Pos_R	support_data						linear		position&gt;radial											HGC_R_ChanP	1.495978E11&gt;m					
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	HCI_Lon_ChanD	HCI_Lon_ChanD	Spacecraft Position, Longitude at timestamp HCI	Spacecraft position, longitude at timestamp. See Franz and Harper, PSS, 2002.	&#176;	0.0	360.0	0.0	360.0	-1.0e+31	Epoch_ChanD	F5.1	Pos_longitude	support_data						linear		position&gt;latitude											HCI_Lon_ChanD						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	HGC_R_ChanT	HGC_R_ChanT	Spacecraft Position, Radial Distance at timestamp	Spacecraft position, radial distance at timestamp. See Franz and Harper, PSS, 2002.	ua	0.04	1.03	0.04	1.03	-1.0e+31	Epoch_ChanT	F5.3	Pos_R	support_data						linear		position&gt;radial											HGC_R_ChanT	1.495978E11&gt;m					
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	Epoch_ChanT	Epoch_ChanT	Time for fast products coming from level 1 ChanT.	Epoch is midpoint of integration.	ns	2017-01-01T00:00:00.000000000	2025-01-01T00:00:00.000000000	1990-01-01T00:00:00.000000000	2029-12-31T23:59:59.999999000	9999-12-31T23:59:59.999999999			Time	support_data					INCREASE	linear		time&gt;epoch								Epoch_ChanT_DELTA	Epoch_ChanT_DELTA		Epoch_ChanT	1e-9&gt;seconds		J2000	TT		
ASTRO	CDF_INT8	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	Epoch_ChanT_DELTA	Epoch_ChanT_DELTA	Epoch_ChanT_DELTA	One half integration time in nanoseconds. Used for DELTA in Epoch.	ns	0	86000000000000	0	86000000000000	-9223372036854775808	Epoch_ChanT	I20	Epoch ChanT DELTA	support_data	time_series					linear		time											Epoch_ChanT_DELTA	1E9&gt;seconds					
ASTRO	CDF_FLOAT	1	2:[80,3]	T/TT	OOOOO	psp_isois-epilo_l2-ic	HCI_ChanP	HCI_ChanP	HCI_ChanP	Flow direction (Unit Vector) for each direction bin. [x,y,z] HCI		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch_ChanP	F6.3	Direction [x,y,z] HCI	support_data			Look_Direction_80	Look_80_LABL		linear		position&gt;direction			label_dir_HCI								HCI_ChanP						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	HGC_R_ChanC	HGC_R_ChanC	Spacecraft Position, Radial Distance at timestamp	Spacecraft position, radial distance at timestamp. See Franz and Harper, PSS, 2002.	ua	0.04	1.03	0.04	1.03	-1.0e+31	Epoch_ChanC	F5.3	Pos_R	support_data						linear		position&gt;radial											HGC_R_ChanC	1.495978E11&gt;m					
ASTRO	CDF_FLOAT	1	2:[80,3]	T/TT	OOOOO	psp_isois-epilo_l2-ic	HCI_ChanR	HCI_ChanR	HCI_ChanR	Flow direction (Unit Vector) for each direction bin. [x,y,z] HCI		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch_ChanR	F6.3	Direction [x,y,z] HCI	support_data			Look_Direction_80	Look_80_LABL		linear		position&gt;direction			label_dir_HCI								HCI_ChanR						
ASTRO	CDF_FLOAT	1	2:[80,47]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_Flux_ChanT_DELTA	H_Flux_ChanT_DELTA	H_Flux_ChanT_DELTA	Based on a combination of rate scaler compression and Poisson statistics. One sigma.	cm!E-2!Nsr!E-1!Nsec!E-1!N(keV/nuc)!E-1!N	0.0	100.0	0.0	1.0e+17	-1.0e+31	Epoch_ChanT	F20.2	H unc. chanT	support_data	spectrogram		Look_Direction_80	Look_80_LABL		log		uncertainty&gt;particle_flux	H_ChanT_Energy_SLICE		H_ChanT_Energy_LABL				T				Flux_DELTA						
ASTRO	CDF_CHAR	10	2:[80,47]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_ChanT_Energy_LABL	H_ChanT_Energy_LABL	H_ChanT_Energy_LABL								Epoch_ChanT	A10	Energy_LABL	metadata			Look_Direction_80	Look_80_LABL				label	H_ChanT_Energy_SLICE										Energy_LABL						
ASTRO	CDF_FLOAT	1	2:[80,47]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_ChanT_Energy	H_ChanT_Energy	H_ChanT_Energy		keV/nuc	10.0	300000.0	1.0	300000.0	-1.0e+31	Epoch_ChanT	G10.2	Energy	support_data			Look_Direction_80			log		energy&gt;channel_incident							T	H_ChanT_Energy_DELTAMINUS	H_ChanT_Energy_DELTAPLUS		Energy						
ASTRO	CDF_FLOAT	1	1:[47]	F/T	OOOOO	psp_isois-epilo_l2-ic	H_ChanT_Energy_SLICE	H_ChanT_Energy	H_ChanT_Energy		keV	1.0	300000.0	1.0	300000.0	-1.0e+31	Epoch_ChanT	G10.2	Energy	support_data						log	H_ChanT_Energy	energy&gt;channel_incident		arr_slice		true	0	1											
ASTRO	CDF_FLOAT	1	2:[80,47]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_ChanT_Energy_DELTAMINUS	H_ChanT_Energy_DELTAMINUS	H_ChanT_Energy_DELTAMINUS		keV/nuc	0.1	100.0	0.0	60000.0	-1.0e+31	Epoch_ChanT	F8.2	H ChanT Energy DELTAMINUS	support_data						log		uncertainty&gt;energy							T				Energy_DELTA_MINUS						
ASTRO	CDF_FLOAT	1	2:[80,47]	T/TT	OOOOO	psp_isois-epilo_l2-ic	H_ChanT_Energy_DELTAPLUS	H_ChanT_Energy_DELTAPLUS	H_ChanT_Energy_DELTAPLUS		keV/nuc	0.1	100.0	0.0	60000.0	-1.0e+31	Epoch_ChanT	F8.2	H ChanT Energy DELTAPLUS	support_data						log		uncertainty&gt;energy							T				Energy_DELTA_PLUS						
ASTRO	CDF_FLOAT	1	2:[80,3]	T/TT	OOOOO	psp_isois-epilo_l2-ic	HCI_ChanT	HCI_ChanT	HCI_ChanT	Flow direction (Unit Vector) for each direction bin. [x,y,z] HCI		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch_ChanT	F6.3	Direction [x,y,z] HCI	support_data			Look_Direction_80	Look_80_LABL		linear		position&gt;direction			label_dir_HCI								HCI_ChanT						
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	Mg_CountRate_ChanD	Mg_CountRate_ChanD	Mg count rate channel D (Ions2)	Ion Composition mode. Corrected for deadtime.	s^-1	0.001	1.0	0.0	4.29497e+09	-1.0e+31	Epoch_ChanD	F14.3	Mg rate chanD	support_data	spectrogram		Look_Direction_80	Look_80_LABL		log		particle_flux&gt;differential_directional_number_rate	Mg_ChanD_Energy_SLICE		Mg_ChanD_Energy_LABL				D			Mg_Flux_ChanD	CountRate		Mg				
ASTRO	CDF_CHAR	10	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	Mg_ChanD_Energy_LABL	Mg_ChanD_Energy_LABL	Mg_ChanD_Energy_LABL								Epoch_ChanD	A10	Energy_LABL	metadata			Look_Direction_80	Look_80_LABL				label	Mg_ChanD_Energy_SLICE										Energy_LABL						
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	Mg_ChanD_Energy	Mg_ChanD_Energy	Mg_ChanD_Energy		keV	10.0	300000.0	1.0	300000.0	-1.0e+31	Epoch_ChanD	G10.2	Energy	support_data			Look_Direction_80			log		energy&gt;channel_incident							D	Mg_ChanD_Energy_DELTAMINUS	Mg_ChanD_Energy_DELTAPLUS		Energy						
ASTRO	CDF_FLOAT	1	1:[48]	F/T	OOOOO	psp_isois-epilo_l2-ic	Mg_ChanD_Energy_SLICE	Mg_ChanD_Energy	Mg_ChanD_Energy		keV	10.0	300000.0	1.0	300000.0	-1.0e+31	Epoch_ChanD	G10.2	Energy	support_data			Look_Direction_80			log	Mg_ChanD_Energy	energy&gt;channel_incident		arr_slice		true	0	1					Energy						
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	Mg_ChanD_Energy_DELTAMINUS	Mg_ChanD_Energy_DELTAMINUS	Mg_ChanD_Energy_DELTAMINUS		keV	0.1	100.0	0.0	60000.0	-1.0e+31	Epoch_ChanD	F8.2	Mg ChanD Energy DELTAMINUS	support_data						log		uncertainty&gt;energy							D				Energy_DELTA_MINUS						
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	Mg_ChanD_Energy_DELTAPLUS	Mg_ChanD_Energy_DELTAPLUS	Mg_ChanD_Energy_DELTAPLUS		keV	0.1	100.0	0.0	60000.0	-1.0e+31	Epoch_ChanD	F8.2	Mg ChanD Energy DELTAPLUS	support_data						log		uncertainty&gt;energy							D				Energy_DELTA_PLUS						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	HCI_Lon_ChanR	HCI_Lon_ChanR	Spacecraft Position, Longitude at timestamp HCI	Spacecraft position, longitude at timestamp. See Franz and Harper, PSS, 2002.	&#176;	0.0	360.0	0.0	360.0	-1.0e+31	Epoch_ChanR	F5.1	Pos_longitude	support_data						linear		position&gt;latitude											HCI_Lon_ChanR						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	HCI_Lon_ChanP	HCI_Lon_ChanP	Spacecraft Position, Longitude at timestamp HCI	Spacecraft position, longitude at timestamp. See Franz and Harper, PSS, 2002.	&#176;	0.0	360.0	0.0	360.0	-1.0e+31	Epoch_ChanP	F5.1	Pos_longitude	support_data						linear		position&gt;latitude											HCI_Lon_ChanP						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	HCI_Lon_ChanT	HCI_Lon_ChanT	Spacecraft Position, Longitude at timestamp HCI	Spacecraft position, longitude at timestamp. See Franz and Harper, PSS, 2002.	&#176;	0.0	360.0	0.0	360.0	-1.0e+31	Epoch_ChanT	F5.1	Pos_longitude	support_data						linear		position&gt;latitude											HCI_Lon_ChanT						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	HGC_R_ChanD	HGC_R_ChanD	Spacecraft Position, Radial Distance at timestamp	Spacecraft position, radial distance at timestamp. See Franz and Harper, PSS, 2002.	ua	0.04	1.03	0.04	1.03	-1.0e+31	Epoch_ChanD	F5.3	Pos_R	support_data						linear		position&gt;radial											HGC_R_ChanD	1.495978E11&gt;m					
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	HGC_Lon_ChanC	HGC_Lon_ChanC	Spacecraft Position, Longitude at timestamp HGC	Spacecraft position, longitude at timestamp. See Franz and Harper, PSS, 2002.	&#176;	0.0	360.0	0.0	360.0	-1.0e+31	Epoch_ChanC	F5.1	Pos_longitude	support_data						linear		position&gt;latitude											HGC_Lon_ChanC						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epilo_l2-ic	HGC_Lon_ChanD	HGC_Lon_ChanD	Spacecraft Position, Longitude at timestamp HGC	Spacecraft position, longitude at timestamp. See Franz and Harper, PSS, 2002.	&#176;	0.0	360.0	0.0	360.0	-1.0e+31	Epoch_ChanD	F5.1	Pos_longitude	support_data						linear		position&gt;latitude											HGC_Lon_ChanD						
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	He3_CountRate_ChanC	He3_CountRate_ChanC	He3 count rate channel C (Ions1)	Ion Composition mode. Corrected for deadtime.	s^-1	0.001	1.0	0.0	4.29497e+09	-1.0e+31	Epoch_ChanC	F14.3	He3 rate chanC	support_data	spectrogram		Look_Direction_80	Look_80_LABL		log		particle_flux&gt;differential_directional_number_rate	He3_ChanC_Energy_SLICE		He3_ChanC_Energy_LABL				C			He3_Flux_ChanC	CountRate		He3				
ASTRO	CDF_CHAR	10	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	He3_ChanC_Energy_LABL	He3_ChanC_Energy_LABL	He3_ChanC_Energy_LABL								Epoch_ChanC	A10	Energy_LABL	metadata			Look_Direction_80	Look_80_LABL				label	He3_ChanC_Energy_SLICE										Energy_LABL						
ASTRO	CDF_FLOAT	1	2:[80,48]	T/TT	OOOOO	psp_isois-epilo_l2-ic	He3_ChanC_Energy	He3_ChanC_Energy	He3_ChanC_Energy		keV	10.0	300000.0	1.0	300000.0	-1.0e+31	Epoch_ChanC	G10.2	Energy	support_data			Look_Direction_80			log		energy&gt;channel_incident							C	He3_ChanC_Energy_DELTAMINUS	He3_ChanC_Energy_DELTAPLUS		Energy						
ASTRO	CDF_FLOAT	1	1:[48]	F/T	OOOOO	psp_isois-epilo_l2-ic	He3_ChanC_Energy_SLICE	He3_ChanC_Energy_DELTAMINUS	He3_ChanC_Energy_DELTAMINUS		keV	0.1	100.0	0.0	60000.0	-1.0e+31	Epoch_ChanC	F8.2	He3 ChanC Energy DELTAMINUS	support_data			Look_Direction_80			log	He3_ChanC_Energy	uncertainty&gt;energy		arr_slice		true	0	1	C				Energy_DELTA_MINUS						
