fa_k0_dcf_00000000_v01.cdf	2012-05-29 13:02	70K
i8_h1_gme_00000000_v01.cdf	2012-10-16 11:26	80K
rbsp-a_wfr-waveform-burst_emfisis-l2_00000000_v01.cdf	2013-01-23 16:41	49K
rbsp-a_hfr-waveform_emfisis-quick-look_00000000_v01.cdf	2013-02-22 18:35	35K
rbsp-b_hfr-waveform_emfisis-quick-look_00000000_v01.cdf	2013-02-22 18:36	35K
rbsp-a_WFR-spectral-matrix-diagonal-merged_emfisis-Quick-Look_00000000_v01.cdf	2013-02-22 19:19	40K
rbsp-b_WFR-spectral-matrix-diagonal-merged_emfisis-Quick-Look_00000000_v01.cdf	2013-02-22 19:20	40K
rbsp-b_WFR-waveform_emfisis-Quick-Look_00000000_v01.cdf	2013-02-22 20:13	43K
rbsp-a_hfr-spectra_emfisis-quick-look_00000000_v01.cdf	2013-02-23 16:37	33K
rbsp-a_hfr-spectra-burst_emfisis-quick-look_00000000_v01.cdf	2013-02-25 12:02	33K
rbsp-a_hfr-spectra-merged_emfisis-quick-look_00000000_v01.cdf	2013-02-25 12:24	33K
rbsp-b_hfr-spectra-merged_emfisis-quick-look_00000000_v01.cdf	2013-02-25 12:34	33K
rbsp-b_hfr-spectra-burst_emfisis-quick-look_00000000_v01.cdf	2013-02-25 12:49	33K
rbsp-b_hfr-spectra_emfisis-quick-look_00000000_v01.cdf	2013-02-25 12:52	33K
rbsp-a_WFR-waveform_emfisis-Quick-Look_00000000_v01.cdf	2013-03-01 17:15	43K
rbsp-b_wfr-waveform-continuous-burst_emfisis-quick-look_00000000_v01.cdf	2013-03-01 18:33	44K
rbsp-a_wfr-waveform-continuous-burst_emfisis-quick-look_00000000_v01.cdf	2013-03-01 18:37	44K
rbsp-a_housekeeping_emfisis-l2_00000000_v01.cdf	2013-06-03 14:58	80K
rbsp-b_housekeeping_emfisis-l2_00000000_v01.cdf	2013-06-03 14:59	80K
noaa19_poes-sem_16second_00000000_v01.cdf	2014-01-13 12:44	56K
ccswe_reptile_6sec-counts_00000000_v01.cdf	2014-01-17 14:51	29K
ccswe_reptile_6sec-counts-l1_00000000_v01.cdf	2014-02-10 17:34	29K
voyager1_48s_mag_old_00000000_v01.cdf	2014-02-11 11:43	104K
voyager2_48s_mag_old_00000000_v01.cdf	2014-02-11 11:43	104K
voyager1_2s_mag_old_00000000_v01.cdf	2014-02-11 11:43	106K
voyager2_2s_mag_old_00000000_v01.cdf	2014-02-11 11:43	106K
voyager1_10s_mag_old_00000000_v01.cdf	2014-02-11 11:44	106K
voyager2_10s_mag_old_00000000_v01.cdf	2014-02-11 11:44	106K
ccswe_reptile_6sec-flux-l2_00000000_v01.cdf	2014-02-12 14:48	30K
dmsp-f16_ssj_precipitating-electrons-ions-afrl_00000000_v01.cdf	2014-03-26 12:03	56K
dmsp-f17_ssj_precipitating-electrons-ions-afrl_00000000_v01.cdf	2014-03-26 12:04	56K
dmsp-f18_ssj_precipitating-electrons-ions-afrl_00000000_v01.cdf	2014-03-26 12:05	56K
dmspf17_r0_ssusi-edr-aurora_00000000_v01.cdf	2014-06-12 17:05	18K
dmspf18_r0_ssusi-edr-aurora_00000000_v01.cdf	2014-06-12 17:05	18K
dmspf16_r0_ssusi-edr-aurora_00000000_v01.cdf	2014-06-12 17:05	18K
goes15_epead-reprocessed-electrons-e13ew_1min_00000000_v01.cdf	2014-07-28 12:43	74K
cl_sp_asp_00000000_v01.cdf	2014-08-19 17:51	32K
cl_sp_dwp_00000000_v01.cdf	2014-08-19 17:52	43K
cl_sp_efw_00000000_v01.cdf	2014-08-19 17:52	42K
cl_sp_pea_00000000_v01.cdf	2014-08-19 17:52	40K
cl_sp_sta_00000000_v01.cdf	2014-08-19 17:52	41K
cl_sp_whi_00000000_v01.cdf	2014-08-19 17:52	38K
cl_st_asp_00000000_v01.cdf	2014-08-19 17:52	35K
cl_st_cis_00000000_v01.cdf	2014-08-19 17:52	52K
cl_st_dwp_00000000_v01.cdf	2014-08-19 17:52	45K
cl_st_edi_00000000_v01.cdf	2014-08-19 17:52	36K
cl_st_efw_00000000_v01.cdf	2014-08-19 17:52	43K
cl_st_fgm_00000000_v01.cdf	2014-08-19 17:52	42K
cl_st_pea_00000000_v01.cdf	2014-08-19 17:52	44K
cl_st_rap_00000000_v01.cdf	2014-08-19 17:52	51K
cl_st_sta_00000000_v01.cdf	2014-08-19 17:53	42K
