ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Ener8	keV	1.602176565e-16&gt;J	Mid-Point Energy, IBEX-Lo Energy Channel 8, center energy 1.821 keV, mapped	Mid-Point Energy for IBEX-Lo Energy Channel 8, center energy 1.821 keV, Mollweide map projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	Energy	Array Magnitude	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Ener8_plasma	keV	1.602176565e-16&gt;J	Mid-Point Energy, IBEX-Lo Energy Channel 8, center energy 1.821 keV, x-y map	Mid-Point Energy for IBEX-Lo Energy Channel 8, center energy 1.821 keV, rectangular west latitude-longitude projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	Energy	Array Magnitude	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Flux8	(cm^2 s sr eV)^-1	6.24161e-13&gt;(m^2 s sr J)^-1	Hydrogen, H, ENA Differential Flux, IBEX-Lo Energy Channel 8, center energy 1.821 keV, mapped	Hydrogen, H, Energetic Neutral Atom, ENA, Differential Flux for IBEX-Lo Energy Channel 8, center energy 1.821 keV, Mollweide map projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	NumberFlux	Array Magnitude Differential	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Flux8_plasma	(cm^2 s sr eV)^-1	6.24161e-13&gt;(m^2 s sr J)^-1	Hydrogen, H, ENA Differential Flux, IBEX-Lo Energy Channel 8, center energy 1.821 keV, x-y map	Hydrogen, H, Energetic Neutral Atom, ENA, Differential Flux for IBEX-Lo Energy Channel 8, center energy 1.821 keV, rectangular west latitude-longitude projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	NumberFlux	Array Magnitude Differential	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Fsnr8			Hydrogen, H, ENA Signal to Noise Ratio, IBEX-Lo Energy Channel 8, center energy 1.821 keV, mapped	Hydrogen, H, Energetic Neutral Atom, ENA, Signal to Noise Ratio for IBEX-Lo Energy Channel 8, center energy 1.821 keV, Mollweide map projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	NumberFlux	Array Magnitude Ratio Uncertainty	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Fsnr8_plasma			Hydrogen, H, ENA Signal to Noise Ratio, IBEX-Lo Energy Channel 8, center energy 1.821 keV, x-y map	Hydrogen, H, Energetic Neutral Atom, ENA, Signal to Noise Ratio for IBEX-Lo Energy Channel 8, center energy 1.821 keV, rectangular west latitude-longitude projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	NumberFlux	Array Magnitude Ratio Uncertainty	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Fvar8	(cm^2 s sr eV)^-2	3.89577e-25&gt;(m^2 s sr J)^-2	Hydrogen, H, ENA Flux Variance, IBEX-Lo Energy Channel 8, center energy 1.821 keV, mapped	Hydrogen, H, Energetic Neutral Atom, ENA, Flux Variance for IBEX-Lo Energy Channel 8, center energy 1.821 keV, Mollweide map projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	NumberFlux	Array Magnitude Differential Variance	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Fvar8_plasma	(cm^2 s sr eV)^-2	3.89577e-25&gt;(m^2 s sr J)^-2	Hydrogen, H, ENA Flux Variance, IBEX-Lo Energy Channel 8, center energy 1.821 keV, x-y map	Hydrogen, H, Energetic Neutral Atom, ENA, Flux Variance for IBEX-Lo Energy Channel 8, center energy 1.821 keV, rectangular west latitude-longitude projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.	EnergeticParticles	Particle	Atom	NumberFlux	Array Magnitude Differential Variance	IBEX/Lo							
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Fexp8	s		Hydrogen, H, ENA Total Exposure Time, center energy 1.821 keV, IBEX-Lo Energy Channel 8 mapped	Hydrogen, H, Energetic Neutral Atom, ENA, Total Exposure Time for IBEX-Lo Energy Channel 8, center energy 1.821 keV, Mollweide map projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.		Support		Temporal	Array Magnitude								
ibex_h3_ena_lo_r10_nocg_nosp_omni_7yr	Fexp8_plasma	s		Hydrogen, H, ENA Total Exposure Time, center energy 1.821 keV, IBEX-Lo Energy Channel 8 x-y map	Hydrogen, H, Energetic Neutral Atom, ENA, Total Exposure Time for IBEX-Lo Energy Channel 8, center energy 1.821 keV, rectangular west latitude-longitude projection. The energy resolution, &#916;E/E, is equal to 0.8 for all channels.		Support		Temporal	Array Magnitude								
