Data Product ID/Product Key	SPASE Resource ID Stub	DOI, full URL Format	Publication Date	Publisher	Authors
WI_EPACT_STEP-DIRECTIONAL-DIFF-FE-FLUX-10MIN	NASA/NumericalData/Wind/EPACT/STEP/Directional/DifferentialFlux/Iron/PT10M	https://doi.org/10.48322/t2mh-c690	2021-01-01T00:00:00	NASA Space Physics Data Facility	Mihir, Desai; Mukherjee, Joey; &amp; Filwett, Rachael J.
WI_K0_SPHA	NASA/NumericalData/Wind/Ephemeris/SpinPhase/KeyParameter/PT92S	https://doi.org/10.48322/0qwn-gj84	2021-01-01T00:00:00	NASA Space Physics Data Facility	Wind Flight Operations Team (FOT); &amp; Candey, Robert M.
WI_OR_DEF	NASA/NumericalData/Wind/Ephemeris/definitive/PT10M	https://doi.org/10.48322/t0jm-c908	2021-01-01T00:00:00	NASA Space Physics Data Facility	Wind Flight Operations Team (FOT); &amp; Candey, Robert M.
WI_OR_PRE	NASA/NumericalData/Wind/Ephemeris/predicted/PT10M	https://doi.org/10.48322/73de-sf52	2021-01-01T00:00:00	NASA Space Physics Data Facility	Wind Flight Operations Team (FOT); &amp; Candey, Robert M.
WI_K0_MFI	NASA/NumericalData/Wind/MFI/KeyParameter/PT92S	https://doi.org/10.48322/pxak-n392	2021-01-01T00:00:00	NASA Space Physics Data Facility	Szabo, Adam; Koval, Andriy; &amp; Lepping, Ronald P.
WI_H2_MFI	NASA/NumericalData/Wind/MFI/PT0.092S	https://doi.org/10.48322/0v0h-df27	2021-01-01T00:00:00	NASA Space Physics Data Facility	Koval, Andriy; &amp; Szabo, Adam
WI_H0_MFI	NASA/NumericalData/Wind/MFI/PT03S	https://doi.org/10.48322/av38-wn55	2021-01-01T00:00:00	NASA Space Physics Data Facility	Koval, Andriy; Lepping, Ronald P.; &amp; Szabo, Adam
	NASA/NumericalData/Wind/MFI/PT15S	https://doi.org/10.48322/rbny-1r30	2021-01-01T00:00:00	NASA Space Physics Data Facility	Koval, Andriy; Szabo, Adam; &amp; Papitashvili, Natalia E.
	NASA/NumericalData/Wind/Propagated/PT1M	https://doi.org/10.48322/b4nt-gx47	2021-01-01T00:00:00	NASA Space Physics Data Facility	King, Joseph H.; &amp; Papitashvili, Natalia E.
WI_K0_SMS	NASA/NumericalData/Wind/SMS/KP/PT4H	https://doi.org/10.48322/wms0-rv35	2021-01-01T00:00:00	NASA Space Physics Data Facility	Gloeckler, George M.; Ipavich, Fred M.; &amp; Galvin, Antoinette B.
	NASA/NumericalData/Wind/SMS/STICS/Distfunc/P1D	https://doi.org/10.48322/naj7-dg41	2021-01-01T00:00:00	NASA Space Physics Data Facility	Gloeckler, George M.; Raines, Jim M.; Lepri, S. T.; &amp; Zurbuchen, Thomas H.
WI_H1_SWE	NASA/NumericalData/Wind/SWE/Definitive/PT92S	https://doi.org/10.48322/nasd-j276	2021-01-01T00:00:00	NASA Space Physics Data Facility	Ogilvie, Keith W.; Fitzenreiter, Richard J.; Lazarus, Alan J.; Kasper, Justin C.; &amp; Stevens, Michael L.
WI_SW-ION-DIST_SWE-FARADAY	NASA/NumericalData/Wind/SWE/FaradayCup/IonDistribution/PT92S	https://doi.org/10.48322/6vrg-6n41	2021-01-01T00:00:00	NASA Space Physics Data Facility	Kasper, Justin C.; Stevens, Michael L.; Ogilvie, Keith W.; &amp; Fitzenreiter, Richard J.
WI_H0_SWE	NASA/NumericalData/Wind/SWE/H0/PT06S	https://doi.org/10.48322/2jxp-7x36	2021-01-01T00:00:00	NASA Space Physics Data Facility	Ogilvie, Keith W.; Kasper, Justin C.; Stevens, Michael L.; &amp; Fitzenreiter, Richard J.
WI_H3_SWE	NASA/NumericalData/Wind/SWE/H3/PT12S	https://doi.org/10.48322/xdpr-7352	2021-01-01T00:00:00	NASA Space Physics Data Facility	Ogilvie, Keith W.; Merka, Jan; Vinas, Adolfo F.; &amp; Fitzenreiter, Richard J.
WI_H4_SWE	NASA/NumericalData/Wind/SWE/H4/PT06S	https://doi.org/10.48322/wx5n-w132	2021-01-01T00:00:00	NASA Space Physics Data Facility	Ogilvie, Keith W.; &amp; Fitzenreiter, Richard J.
WI_H5_SWE	NASA/NumericalData/Wind/SWE/H5/PT12S	https://doi.org/10.48322/chaz-z942	2021-01-01T00:00:00	NASA Space Physics Data Facility	Ogilvie, Keith W.; Merka, Jan; Vinas, Adolfo F.; &amp; Fitzenreiter, Richard J.
WI_K0_SWE	NASA/NumericalData/Wind/SWE/IonMoments/KeyParameter/PT99S	https://doi.org/10.48322/3zky-gy15	2021-01-01T00:00:00	NASA Space Physics Data Facility and the Massachusetts Institute of Technology, Center for Space Research	Lazarus, Alan J.; Candey, Robert M.; Kasper, Justin C.; Ogilvie, Keith W.; &amp; Fitzenreiter, Richard J.
WI_M0_SWE	NASA/NumericalData/Wind/SWE/M0/PT12S	https://doi.org/10.48322/jsqc-vm88	2021-01-01T00:00:00	NASA Space Physics Data Facility	Ogilvie, Keith W.; Merka, Jan; Vinas, Adolfo F.; &amp; Fitzenreiter, Richard J.
WI_M2_SWE	NASA/NumericalData/Wind/SWE/M2/PT06S	https://doi.org/10.48322/dq7x-fd74	2021-01-01T00:00:00	NASA Space Physics Data Facility	Ogilvie, Keith W.; &amp; Fitzenreiter, Richard J.
WI_STRAHL0_SWE	NASA/NumericalData/Wind/SWE/Strahl/PT12S	https://doi.org/10.48322/4mxn-2e20	2021-01-01T00:00:00	NASA Space Physics Data Facility	Ogilvie, Keith W.; Horaites, Konstantinos; Merka, Jan; Vinas, Adolfo F.; &amp; Fitzenreiter, Richard J.
WI_H1_WAV	NASA/NumericalData/Wind/WAVES/DS/PT1M	https://doi.org/10.48322/ys2k-6162	2021-01-01T00:00:00	NASA Space Physics Data Facility	Bougeret, Jean-Louis H.; Macdowall, Robert J.; Goetz, Keith; &amp; Kellogg, Paul J.
WI_L3-DUSTIMPACT_WAVES	NASA/NumericalData/Wind/WAVES/DustImpact/PT1S	https://doi.org/10.48322/635a-nc73	2021-01-01T00:00:00	NASA Space Physics Data Facility	Malaspina, David M.; Wilson III, Lynn B.; Goetz, Keith; &amp; Macdowall, Robert J.
WI_K0_WAV	NASA/NumericalData/Wind/WAVES/ElectricFieldIntensity/KeyParameter/PT3M	https://doi.org/10.48322/mfc5-cc53	2021-01-01T00:00:00	NASA Space Physics Data Facility	Bougeret, Jean-Louis H.; Macdowall, Robert J.; Goetz, Keith; &amp; Kellogg, Paul J.
WI_H0_WAV	NASA/NumericalData/Wind/WAVES/PlasmaDensity/H0/PT18S	https://doi.org/10.48322/thkc-wf80	2021-01-01T00:00:00	NASA Space Physics Data Facility	Bougeret, Jean-Louis H.; Macdowall, Robert J.; Goetz, Keith; &amp; Kellogg, Paul J.
	SMWG/Document/HPDE/Policy/HP_DataPolicy_v1.2	https://doi.org/10.21978/p83p78	2016-10-04T00:00:00	NASA	NASA Heliophysics Division Director
	SMWG/Instrument/IBEX/Ephemeris	https://doi.org/10.1007/s11214-009-9499-4	2009-04-18T00:00:00	Space Sci. Rev.	McComas, D. J.; Allegrini, F.; Bochsler, P.; Bzowski, M.; Collier, M.; Fahr, H.; Fichtner, H.; Frisch, P.; Funsten, H. O.; Fuselier, S. A.; Gloeckler, G.; Gruntman, M.; Izmodenov, V.; Knappenberger, P.; Lee, M.; Livi, S.; Mitchell, D. G.; Mobius, E.; Moore, T.; Pope, S.; Reisenfeld, D.; Roelof, E. C.; Scherrer, J.; Schwadron, N. A.; Tyler, R.; Wieser, M.; Witte, M.; Wurz, P.; &amp; Zank, G.
	SMWG/Instrument/MAVEN/Ephemeris	https://doi.org/10.1007/s11214-015-0139-x	2015-04-09T00:00:00	Space Sci. Rev.	Jakosky, B. M.; Lin, R. P.; Grebowsky, J. M.; Luhmann, J. G.; Mitchell, D. F.; Beutelschies, G.; Priser, T.; Acuna, M.; Andersson, L.; Baird, D.; Baker, D. N.; Bartlett, R.; Benna, M.; Bougher, S.; Brain, D.; Carson, D.; Cauffman, S.; Chamberlin, P. C.; Chaufray, J.-Y.; Cheatom, O.; Clarke, J. T.; Connerney, J. E. P.; Cravens, T.; Curtis, D. W.; Delory, G. T.; Demcak, S.; DeWolfe, A.; Eparvier, F. G.; Ergun, R.; Eriksson, A.; Espley, J.; Fang, X.; Folta, D.; Fox, J.; Gomez-Rosa, C.; Habenicht, S.; Halekas, J. S.; Holsclaw, G. M.; Houghton, M.; Howard, R. A.; Jarosz, M.; Jedrich, N.; Johnson, M.; Kasprzak, W.; Kelley, M.; King, T.; Lankton, M.; Larson, D. E.; Leblanc, F.; Lefevre, F.; Lillis, R. J.; Mahaffy, P. R.; Mazelle, C.; McClintock, W. E.; McFadden, J. P.; Mitchell, D. L.; Montmessin, F.; Morrissey, J.; Peterson, W.; Possel, W.; Sauvaud, J.-A.; Schneider, N. M.; Sidney, W.; Sparacino, S.; Stewart, A. I. F.; Tolson, R.; Toublanc, D.; Waters, C.; Woods, T. N.; Yelle, R. V.; &amp; Zurek, R.
	SMWG/Instrument/MAVEN/IUVS	https://doi.org/10.1007/s11214-014-0098-7	2014-09-27T00:00:00	Space Sci. Rev.	McClintock, W. E.; Schneider, N. M.; Holsclaw, G. M.; Clarke, J. T.; Hoskins, A. C.; Stewart, I.; Montmessin, F.; Yelle, R. V.; &amp; Deighan, J.
	SMWG/Instrument/MAVEN/LPW	https://doi.org/10.1007/s11214-015-0194-3	2015-09-17T00:00:00	Space Sci. Rev.	Andersson, L.; Ergun, R. E.; Delory, G. T.; Eriksson, A.; Westfall, J.; Reed, H.; McCauley, J.; Summers, D.; &amp; Meyers, D.
	SMWG/Instrument/MAVEN/LPW/EUV	https://doi.org/10.1007/s11214-015-0195-2	2015-09-01T00:00:00	Space Sci. Rev.	Eparvier, F. G.; Chamberlin, P. C.; Woods, T. N.; &amp; Thiemann, E. M. B.
	SMWG/Instrument/MAVEN/MAG	https://doi.org/10.1007/s11214-015-0169-4	2015-06-18T00:00:00	Space Sci. Rev.	Connerney, J. E. P.; Espley, J.; Lawton, P.; Murphy, S. D.; Odom, J.; Oliversen, R. J.; &amp; Sheppard, D. A.
	SMWG/Instrument/MAVEN/NGIMS	https://doi.org/10.1007/s11214-014-0091-1	2014-09-11T00:00:00	Space Sci. Rev.	Mahaffy, P. R.; Benna, M.; King, T.; Harpold, D. N.; Arvey, R.; Barciniak, M.; Bendt, M.; Carrigan, D.; Errigo, T.; Holmes, V.; Johnson, C. S.; Kellogg, J.; Kimvilakani, P.; Lefavor, M.; Hengemihle, J.; Jaeger, F.; Lyness, E.; Maurer, J.; Melak, A.; Noreiga, F.; Noriega, M.; Patel, K.; Prats, B.; Raaen, E.; Tan, F.; Weidner, E.; Gundersen, C.; Battel, S.; Block, B. P.; Arnett, K.; Miller, R.; Cooper, C.; Edmonson, C.; &amp; Nolan, J. T.
	SMWG/Instrument/MAVEN/SEP	https://doi.org/10.1007/s11214-015-0218-z	2015-03-29T00:00:00	Space Sci. Rev.	Larson, D. E.; Lillis, R. J.; Lee, C. O.; Dunn, P. A.; Hatch, K.; Robinson, M.; Glaser, D.; Chen, J.; Curtis, D. W.; Tiu, C.; Lin, R. P.; Luhmann, J. G.; &amp; Jakosky, B. M.
	SMWG/Instrument/MAVEN/STATIC	https://doi.org/10.1007/s11214-015-0175-6	2015-11-23T00:00:00	Space Sci. Rev.	McFadden, J. P.; Kortmann, O.; Curtis, D. W.; Dalton, G.; Johnson, G.; Abiad, R.; Sterling, R.; Hatch, K.; Berg, P.; Tiu, C.; Gordon, D. A.; Heavner, S.; Robinson, M.; Marckwordt, M.; Lin, R. P.; &amp; Jakosky, B. M.
	SMWG/Instrument/MAVEN/SWEA	https://doi.org/10.1007/s11214-015-0232-1	2016-02-22T00:00:00	Space Sci. Rev.	Mitchell, D. L.; Mazelle, C.; Sauvaud, J.-A.; Thocaven, J.-J.; Rouzaud, J.; Fedorov, A.; Rouger, P.; Toublanc, D.; Taylor, E. R.; Gordon, D. A.; Robinson, M.; Heavner, S.; Turin, P.; Diaz-Aguado, M.; Curtis, D. W.; Lin, R. P.; &amp; Jakosky, B. M.
	SMWG/Instrument/MAVEN/SWIA	https://doi.org/10.1007/s11214-013-0029-z	2013-11-29T00:00:00	Space Sci. Rev.	Halekas, J. S.; Taylor, E. R.; Dalton, G.; Johnson, G.; Curtis, D. W.; McFadden, J. P.; Mitchell, D. L.; Lin, R. P.; &amp; Jakosky, B. M.
	SMWG/Instrument/ParkerSolarProbe/Ephemeris	https://doi.org/10.1007/s11214-015-0211-6	2015-11-11T00:00:00	Space Sci. Rev.	Fox, N. J.; Velli, M. C.; Bale, S. D.; Decker, R.; Driesman, A.; Howard, R. A.; Kasper, J. C.; Kinnison, J.; Kusterer, M.; Lario, D.; Lockwood, M. K.; McComas, D. J.; Raouafi, N. E.; &amp; Szabo, A.
	SMWG/Instrument/ParkerSolarProbe/FIELDS	https://doi.org/10.1007/s11214-016-0244-5	2016-03-31T00:00:00	Space Sci. Rev.	Bale, S. D.; Goetz, K.; Harvey, P. R.; Turin, P.; Bonnell, J. W.; Dudok de Wit, T.; Ergun, R. E.; MacDowall, R. J.; Pulupa, M. P.; Andre, M.; Bolton, M.; Bougeret, J.-L. H.; Bowen, T. A.; Burgess, D.; Cattell, C. A.; Chandran, B. D. G.; Chaston, C. C.; Chen, C. H. K.; Choi, M. K.; Connerney, J. E. P.; Cranmer, S. R.; Diaz-Aguado, M.; Donakowski, W.; Drake, J. F.; Farrell, W. M.; Fergeau, P.; Fermin, J.; Fischer, J.; Fox, N. J.; Glaser, D.; Goldstein, M. L.; Gordon, D. A.; Hanson, E.; Harris, S. E.; Hayes, L. M.; Hinze, J. J.; Hollweg, J. V.; Horbury, T. S.; Howard, R. A.; Hoxie, V.; Jannet, G.; Karlsson, M.; Kasper, J. C.; Kellogg, P. J.; Kien, M.; Klimchuk, J. A.; Krasnoselskikh, V. V.; Krucker, S.; Lynch, J. J.; Maksimovic, M.; Malaspina, D. M.; Marker, S.; Martin, P.; Martinez-Oliveros, J.; McCauley, J.; McComas, D. J.; McDonald, T.; Meyer-Vernet, N.; Moncuquet, M.; Monson, S. J.; Mozer, F. S.; Murphy, S. D.; Odom, J.; Oliversen, R. J.; Olson, J.; Parker, E. N.; Pankow, D.; Phan, T.; Quataert, E.; Quinn, T.; Ruplin, S. W.; Salem, C. S.; Seitz, D.; Sheppard, D. A.; Siy, A.; Stevens, K.; Summers, D.; Szabo, A.; Timofeeva, M.; Vaivads, A.; Velli, M. C.; Yehle, A.; Werthimer, D.; &amp; Wygant, J. R.
	SMWG/Instrument/ParkerSolarProbe/ISOIS	https://doi.org/10.1007/s11214-014-0059-1	2014-07-05T00:00:00	Space Sci. Rev.	McComas, D. J.; Alexander, N.; Angold, N.; Bale, S. D.; Beebe, C.; Birdwell, B.; Boyle, M.; Burgum, J. M.; Burnham, J. A.; Christian, E. R.; Cook, W. R.; Cooper, S. A.; Cummings, A. C.; Davis, A. J.; Desai, M. I.; Dickinson, J.; Dirks, G.; Do, D. H.; Fox, N. J.; Giacalone, J.; Gold, R. E.; Gurnee, R. S.; Hayes, J. R.; Hill, M. E.; Kasper, J. C.; Kecman, B.; Klemic, J.; Krimigis, S. M.; Labrador, A. W.; Layman, R. S.; Leske, R. A.; Livi, S.; Matthaeus, W. H.; McNutt; Jr, R. L.; Mewaldt, R. A.; Mitchell, D. G.; Nelson, K. S.; Parker, C.; Rankin, J. S.; Roelof, E. C.; Schwadron, N. A.; Seifert, H.; Shuman, S.; Stokes, M. R.; Stone, E. C.; Vandegriff, J. D.; Velli, M. C.; von Rosenvinge, T. T.; Weidner, S. E.; Wiedenbeck, M. E.; &amp; Wilson IV, P.
	SMWG/Instrument/ParkerSolarProbe/SWEAP	https://doi.org/10.1007/s11214-015-0206-3	2015-10-29T00:00:00	Space Sci. Rev.	Kasper, J. C.; Abiad, R.; Austin, G.; Balat-Pichelin, M.; Bale, S. D.; Belcher, J. W.; Berg, P.; Bergner, H.; Berthomier, M.; Bookbinder, J.; Brodu, E.; Caldwell, D.; Case, A. W.; Chandran, B. D. G.; Cheimets, P.; Cirtain, J. W.; Cranmer, S. R.; Curtis, D. W.; Daigneau, P.; Dalton, G.; Dasgupta, B.; DeTomaso, D.; Diaz-Aguado, M.; Djordjevic, B.; Donaskowski, B.; Effinger, M.; Florinski, V.; Fox, N. J.; Freeman, M.; Gallagher, D.; Gary, S. P.; Gauron, T.; Gates, R.; Goldstein, M. L.; Golub, L.; Gordon, D. A.; Gurnee, R. S.; Guth, G.; Halekas, J. S.; Hatch, K.; Heerikuisen, J.; Ho, G.; Hu, Q.; Johnson, G.; Jordan, S. P.; Korreck, K. E.; Larson, D. E.; Lazarus, A. J.; Li, G.; Livi, R.; Ludlam, M.; Maksimovic, M.; McFadden, J. P.; Marchant, W.; Maruca, B. A.; McComas, D. J.; Messina, L.; Mercer, T.; Park, S.; Peddie, A. M.; Pogorelov, N.; Reinhart, M. J.; Richardson, J. D.; Robinson, M.; Rosen, I.; Skoug, R. M.; Slagle, A.; Steinberg, J. T.; Stevens, M. L.; Szabo, A.; Taylor, E. R.; Tiu, C.; Turin, P.; Velli, M. C.; Webb, G.; Whittlesey, P.; Wright, K.; Wu, S. T.; &amp; Zank, G.
	SMWG/Instrument/ParkerSolarProbe/WISPR	https://doi.org/10.1007/s11214-014-0114-y	2015-02-11T00:00:00	Space Sci. Rev.	Vourlidas, A.; Howard, R. A.; Plunkett, S. P.; Korendyke, C. M.; Thernisien, A. F. R.; Wang, D.; Rich, N.; Carter, M. T.; Chua, D. H.; Socker, D. G.; Linton, M. G.; Morrill, J. S.; Lynch, S.; Thurn, A.; Van Duyne, P.; Hagood, R.; Clifford, G.; Grey, P. J.; Velli, M. C.; Liewer, P. C.; Hall, J. R.; DeJong, E. M.; Mikic, Z.; Rochus, P.; Mazy, E.; Bothmer, V.; &amp; Rodmann, J.
	SMWG/Observatory/BepiColombo	https://doi.org/10.1016/j.asr.2005.05.084	2005-05-23T00:00:00	Adv. Space Res.	Schulz, R.; &amp; Benkhoff, J.
	SMWG/Observatory/ParkerSolarProbe	https://doi.org/10.1007/s11214-015-0211-6	2015-11-11T00:00:00	Space Sci. Rev.	Fox, N. J.; Velli, M. C.; Bale, S. D.; Decker, R.; Driesman, A.; Howard, R. A.; Kasper, J. C.; Kinnison, J.; Kusterer, M.; Lario, D.; Lockwood, M. K.; McComas, D. J.; Raouafi, N. E.; &amp; Szabo, A.
	SMWG/Observatory/SolarOrbiter	https://doi.org/10.1007/s11207-012-0085-7	2005-05-23T00:00:00	Sol. Phys.	Muller, D.; Marsden, R. G.; St. Cyr, O. C.; Gilbert, H. R.; &amp; the Solar Orbiter Team
	SMWG/Repository/SAE	https://doi.org/10.21978/p8534w	2008-01-01T00:00:00	University of California, Los Angeles	Weygand, James M.; &amp; McPherron, Robert L.
