Num	Metadata File Name	SPASE Resource ID from XML description	SPASE Revise	SPASE Review	Metadata Contact	Revision Note	Revised SPASE Resource ID	Review Notes
460	NASA/NumericalData/RBSP/B/ECT/HOPE/L3/Moments/Release04/PT24.35S.xml	NASA/NumericalData/RBSP/B/ECT/HOPE/L3/Moments/Release04/PT24.35S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
461	NASA/NumericalData/RBSP/B/ECT/HOPE/L3/PitchAngle/Release04/PT11.35S.xml	NASA/NumericalData/RBSP/B/ECT/HOPE/L3/PitchAngle/Release04/PT11.35S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
462	NASA/NumericalData/RBSP/B/ECT/MagEIS/L2/Sectors/Release03/PT10.9S.xml	NASA/NumericalData/RBSP/B/ECT/MagEIS/L2/Sectors/Release03/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, added H.E. Spence and G.D. Reeves Contacts, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
463	NASA/NumericalData/RBSP/B/ECT/MagEIS/L3/Sectors/Release04/PT10.9S.xml	NASA/NumericalData/RBSP/B/ECT/MagEIS/L3/Sectors/Release04/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, added H.E. Spence and G.D. Reeves Contacts, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
464	NASA/NumericalData/RBSP/B/ECT/REPT/L2/Sectors/Release03/PT4.2S.xml	NASA/NumericalData/RBSP/B/ECT/REPT/L2/Sectors/Release03/PT4.2S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
465	NASA/NumericalData/RBSP/B/ECT/REPT/L3/Sectors/Release03/PT4.2S.xml	NASA/NumericalData/RBSP/B/ECT/REPT/L3/Sectors/Release03/PT4.2S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
466	NASA/NumericalData/RBSP/B/EFW/L1/B1/UVW/ElectricField/PT0.00195S.xml	NASA/NumericalData/RBSP/B/EFW/L1/B1/UVW/ElectricField/PT0.00195S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
467	NASA/NumericalData/RBSP/B/EFW/L1/B1/UVW/ElectricPotential/PT0.00195S.xml	NASA/NumericalData/RBSP/B/EFW/L1/B1/UVW/ElectricPotential/PT0.00195S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
468	NASA/NumericalData/RBSP/B/EFW/L1/B1/UVW/PT0.00195S.xml	NASA/NumericalData/RBSP/B/EFW/L1/B1/UVW/PT0.00195S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
469	NASA/NumericalData/RBSP/B/EFW/L1/B1/UVW/SearchCoilMagneticField/PT0.00195S.xml	NASA/NumericalData/RBSP/B/EFW/L1/B1/UVW/SearchCoilMagneticField/PT0.00195S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
470	NASA/NumericalData/RBSP/B/EFW/L1/B2/PT0.00006S.xml	NASA/NumericalData/RBSP/B/EFW/L1/B2/PT0.00006S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
471	NASA/NumericalData/RBSP/B/EFW/L1/B2/UVW/ElectricField/PT0.00006S.xml	NASA/NumericalData/RBSP/B/EFW/L1/B2/UVW/ElectricField/PT0.00006S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
472	NASA/NumericalData/RBSP/B/EFW/L1/B2/UVW/ElectricPotential/PT0.00006S.xml	NASA/NumericalData/RBSP/B/EFW/L1/B2/UVW/ElectricPotential/PT0.00006S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
473	NASA/NumericalData/RBSP/B/EFW/L1/B2/UVW/SearchCoilMagneticField/PT0.00006S.xml	NASA/NumericalData/RBSP/B/EFW/L1/B2/UVW/SearchCoilMagneticField/PT0.00006S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
474	NASA/NumericalData/RBSP/B/EFW/L2/ESVY_DESPUN/PT0.031S.xml	NASA/NumericalData/RBSP/B/EFW/L2/ESVY_DESPUN/PT0.031S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
475	NASA/NumericalData/RBSP/B/EFW/L2/FBK/PT0.125S.xml	NASA/NumericalData/RBSP/B/EFW/L2/FBK/PT0.125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
476	NASA/NumericalData/RBSP/B/EFW/L2/MGSE/PT11S.xml	NASA/NumericalData/RBSP/B/EFW/L2/MGSE/PT11S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
477	NASA/NumericalData/RBSP/B/EFW/L2/SPEC/PT4S.xml	NASA/NumericalData/RBSP/B/EFW/L2/SPEC/PT4S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
478	NASA/NumericalData/RBSP/B/EFW/L2/UVW/Hires.xml	NASA/NumericalData/RBSP/B/EFW/L2/UVW/Hires	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
479	NASA/NumericalData/RBSP/B/EFW/L2/VSVY/PT1S.xml	NASA/NumericalData/RBSP/B/EFW/L2/VSVY/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
480	NASA/NumericalData/RBSP/B/EFW/L3/PT11S.xml	NASA/NumericalData/RBSP/B/EFW/L3/PT11S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
481	NASA/NumericalData/RBSP/B/EMFISIS/HFR/L2/SPECTRA-BURST/PT6S.xml	NASA/NumericalData/RBSP/B/EMFISIS/HFR/L2/SPECTRA-BURST/PT6S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
482	NASA/NumericalData/RBSP/B/EMFISIS/HFR/L2/SPECTRA-MERGED/PT6S.xml	NASA/NumericalData/RBSP/B/EMFISIS/HFR/L2/SPECTRA-MERGED/PT6S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
483	NASA/NumericalData/RBSP/B/EMFISIS/HFR/L2/SPECTRA/PT6S.xml	NASA/NumericalData/RBSP/B/EMFISIS/HFR/L2/SPECTRA/PT6S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
484	NASA/NumericalData/RBSP/B/EMFISIS/HFR/L2/WAVEFORM.xml	NASA/NumericalData/RBSP/B/EMFISIS/HFR/L2/WAVEFORM	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
485	NASA/NumericalData/RBSP/B/EMFISIS/HOUSEKEEPING/L2/PT1S.xml	NASA/NumericalData/RBSP/B/EMFISIS/HOUSEKEEPING/L2/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
486	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L2/UVW.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L2/UVW	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
487	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GEI/PT0.015625S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GEI/PT0.015625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
488	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GEI/PT1S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GEI/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
489	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GEI/PT4S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GEI/PT4S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
490	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GEO/PT0.015625S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GEO/PT0.015625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
491	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GEO/PT1S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GEO/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
492	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GEO/PT4S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GEO/PT4S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
493	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GSE/PT0.015625S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GSE/PT0.015625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
494	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GSE/PT1S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GSE/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
495	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GSE/PT4S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GSE/PT4S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
496	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GSM/PT0.015625S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GSM/PT0.015625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
497	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GSM/PT1S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GSM/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
498	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GSM/PT4S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/GSM/PT4S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
499	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/SM/PT0.015625S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/SM/PT0.015625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
500	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/SM/PT1S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/SM/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
501	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/SM/PT4S.xml	NASA/NumericalData/RBSP/B/EMFISIS/MAGNETOMETER/L3/SM/PT4S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
502	NASA/NumericalData/RBSP/B/EMFISIS/WFR/L2/SPECTRAL-MATRIX-DIAGONAL-MERGED/PT6S.xml	NASA/NumericalData/RBSP/B/EMFISIS/WFR/L2/SPECTRAL-MATRIX-DIAGONAL-MERGED/PT6S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
503	NASA/NumericalData/RBSP/B/EMFISIS/WFR/L2/SPECTRAL-MATRIX-DIAGONAL/PT6S.xml	NASA/NumericalData/RBSP/B/EMFISIS/WFR/L2/SPECTRAL-MATRIX-DIAGONAL/PT6S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
504	NASA/NumericalData/RBSP/B/EMFISIS/WFR/L2/SPECTRAL-MATRIX/PT6S.xml	NASA/NumericalData/RBSP/B/EMFISIS/WFR/L2/SPECTRAL-MATRIX/PT6S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
505	NASA/NumericalData/RBSP/B/EMFISIS/WFR/L2/WAVEFORM-CONTINUOUS-BURST/PT6S.xml	NASA/NumericalData/RBSP/B/EMFISIS/WFR/L2/WAVEFORM-CONTINUOUS-BURST/PT6S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
506	NASA/NumericalData/RBSP/B/EMFISIS/WFR/L2/WAVEFORM/PT6S.xml	NASA/NumericalData/RBSP/B/EMFISIS/WFR/L2/WAVEFORM/PT6S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
507	NASA/NumericalData/RBSP/B/EMFISIS/WFR/L4/ElectronDensity/PT0.5S.xml	NASA/NumericalData/RBSP/B/EMFISIS/WFR/L4/ElectronDensity/PT0.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
508	NASA/NumericalData/RBSP/B/Ephemeris/PT12M.xml	NASA/NumericalData/RBSP/B/Ephemeris/PT12M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
509	NASA/NumericalData/RBSP/B/RBSPICE/L2/ESRHELT.xml	NASA/NumericalData/RBSP/B/RBSPICE/L2/ESRHELT	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
510	NASA/NumericalData/RBSP/B/RBSPICE/L2/ESRLEHT.xml	NASA/NumericalData/RBSP/B/RBSPICE/L2/ESRLEHT	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
511	NASA/NumericalData/RBSP/B/RBSPICE/L2/ISRHELT.xml	NASA/NumericalData/RBSP/B/RBSPICE/L2/ISRHELT	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
512	NASA/NumericalData/RBSP/B/RBSPICE/L2/TOFXEH.xml	NASA/NumericalData/RBSP/B/RBSPICE/L2/TOFXEH	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
513	NASA/NumericalData/RBSP/B/RBSPICE/L2/TOFXEION.xml	NASA/NumericalData/RBSP/B/RBSPICE/L2/TOFXEION	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
514	NASA/NumericalData/RBSP/B/RBSPICE/L2/TOFXENONH.xml	NASA/NumericalData/RBSP/B/RBSPICE/L2/TOFXENONH	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
515	NASA/NumericalData/RBSP/B/RBSPICE/L2/TOFXPHHHELT.xml	NASA/NumericalData/RBSP/B/RBSPICE/L2/TOFXPHHHELT	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
516	NASA/NumericalData/RBSP/B/RBSPICE/L2/TOFXPHHLEHT.xml	NASA/NumericalData/RBSP/B/RBSPICE/L2/TOFXPHHLEHT	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
517	NASA/NumericalData/RBSP/B/RBSPICE/L3/ESRHELT.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/ESRHELT	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
518	NASA/NumericalData/RBSP/B/RBSPICE/L3/ESRLEHT.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/ESRLEHT	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
519	NASA/NumericalData/RBSP/B/RBSPICE/L3/ISRHELT.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/ISRHELT	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
520	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/ESRHELT/PT10.9S.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/ESRHELT/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
521	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/ESRLEHT/PT10.9S.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/ESRLEHT/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
522	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXEH/PT10.9S.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXEH/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
523	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXEHE-0/PT10.9S.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXEHE-0/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
524	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXEHE/PT10.9S.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXEHE/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
525	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXEION/PT10.9S.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXEION/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
526	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXEO-0/PT10.9S.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXEO-0/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
527	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXEO/PT10.9S.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXEO/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
