Num	Metadata File Name	SPASE Resource ID from XML description	SPASE Revise	SPASE Review	Metadata Contact	Revision Note	Revised SPASE Resource ID	Review Notes
528	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXPHHHELT/PT10.9S.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXPHHHELT/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
529	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXPHHLEHT/PT10.9S.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXPHHLEHT/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
530	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXPHOHELT/PT10.9S.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXPHOHELT/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
531	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXPHOLEHT/PT10.9S.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/PAP/TOFXPHOLEHT/PT10.9S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
532	NASA/NumericalData/RBSP/B/RBSPICE/L3/TOFXEH.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/TOFXEH	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
533	NASA/NumericalData/RBSP/B/RBSPICE/L3/TOFXEION.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/TOFXEION	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
534	NASA/NumericalData/RBSP/B/RBSPICE/L3/TOFXENONH.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/TOFXENONH	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
535	NASA/NumericalData/RBSP/B/RBSPICE/L3/TOFXPHHHELT.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/TOFXPHHHELT	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
536	NASA/NumericalData/RBSP/B/RBSPICE/L3/TOFXPHHLEHT.xml	NASA/NumericalData/RBSP/B/RBSPICE/L3/TOFXPHHLEHT	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
537	NASA/NumericalData/RBSP/B/RPS/L2/PT0.058S.xml	NASA/NumericalData/RBSP/B/RPS/L2/PT0.058S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated AccessURL URL, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
538	NASA/NumericalData/RBSP/B/RPS/L2/PT1M.xml	NASA/NumericalData/RBSP/B/RPS/L2/PT1M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated AccessURL URL, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
539	NASA/NumericalData/RBSP/ECT/REPT/SelesnickModel/L3/P1M.xml	NASA/NumericalData/RBSP/ECT/REPT/SelesnickModel/L3/P1M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated InformationURL URLs as needed, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220818		
540	NASA/NumericalData/ACE/Attitude/Definitive/PT1H.xml	NASA/NumericalData/ACE/Attitude/Definitive/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW on 20220808, updated one InformationURL URL, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220819		
541	NASA/NumericalData/ACE/Ephemeris/Definitive/P1D.xml	NASA/NumericalData/ACE/Ephemeris/Definitive/P1D	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW on 20220808, updated one InformationURL URL, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220819		
542	NASA/NumericalData/ACE/Ephemeris/PT12M.xml	NASA/NumericalData/ACE/Ephemeris/PT12M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW on 20220808, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220819		
543	NASA/NumericalData/ACE/MAG/KeyParameter/PT16S.xml	NASA/NumericalData/ACE/MAG/KeyParameter/PT16S	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW on 20220808, updated two InformationURL URLs, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220819		
544	NASA/NumericalData/ACE/MAG/KeyParameter/PT1H.xml	NASA/NumericalData/ACE/MAG/KeyParameter/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW on 20220808, updated two InformationURL URLs, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220819		
545	NASA/NumericalData/ACE/MAG/KeyParameter/PT5M.xml	NASA/NumericalData/ACE/MAG/KeyParameter/PT5M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW on 20220808, updated two InformationURL URLs, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220819		
546	NASA/NumericalData/ACE/MAG/L2/PT16S.xml	NASA/NumericalData/ACE/MAG/L2/PT16S	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW on 20220808, updated three InformationURL URLs, updated the RepositoryID, metadata updated to SPASE 2.4.1, reviewed by LFB 20220819		
547	NASA/NumericalData/ACE/MAG/L2/PT1H.xml	NASA/NumericalData/ACE/MAG/L2/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW on 20220808, updated two InformationURL URLs, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220819		
548	NASA/NumericalData/ACE/MAG/L2/PT1S.xml	NASA/NumericalData/ACE/MAG/L2/PT1S	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW on 20220808, updated two InformationURL URLs, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220819		
549	NASA/NumericalData/ACE/MAG/L2/PT4M.xml	NASA/NumericalData/ACE/MAG/L2/PT4M	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW on 20220808, updated two InformationURL URLs, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220819		
550	NASA/NumericalData/ACE/SEPICA/L2/PT1H.xml	NASA/NumericalData/ACE/SEPICA/L2/PT1H	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW on 20220808, updated two InformationURL URLs, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220819		
551	NASA/NumericalData/ACE/SEPICA/PT120S.xml	NASA/NumericalData/ACE/SEPICA/PT120S	JMW	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by JMW on 20220808, updated one InformationURL URL, metadata updated to SPASE 2.4.1, reviewed by LFB 20220819		
552	SMWG/Repository/NASA/GSFC/SPDF	SMWG/Repository/NASA/GSFC/SPDF	RMC	LFB	Lee.Frost.Bargatze	Added Lan Jian as Deputy PI by RMC on 202200812, added DOI and PublicationInfo minted by LFB on 20220822, more Description text added, metadata updated to SPASE 2.4.1, reviewed by LFB 20220822		
553	SMWG/Repository/NASA/GSFC/SPDF/CDAWeb	SMWG/Repository/NASA/GSFC/SPDF/CDAWeb	RMC	LFB	Lee.Frost.Bargatze	Added Lan Jian as Deputy PI by RMC on 202200812, added DOI and PublicationInfo minted by LFB on 20220822, more Description text added, metadata updated to SPASE 2.4.1, reviewed by LFB 20220822		
554	METADATA_20220721_002/1658370329-PT4S.xml	NASA/NumericalData/Voyager1/PWS/CDF/PT4S	LJG	LFB	Lee.Frost.Bargatze	Metadata updated by LJG on 20220721, added PublicationInformation, updated two AccessURL URLs, added Name and Description to PDS PPI AccessURL, corrected Epoch Time Parameter ValidMin by LFB on 20220927		
555	METADATA_20220721_002/1658378329-vg2-PT4S.xml	NASA/NumericalData/Voyager2/PWS/CDF/PT4S	LJG	LFB	Lee.Frost.Bargatze	Metadata updated by LJG on 20220721, added PublicationInformation, updated two AccessURL URLs, added Name and Description to PDS PPI AccessURL, Added FillValue to Epoch Time Parameter by LFB on 20220927		
556	METADATA_20220721_002/1657831471-voyager1-pws-wf-NumericalData.xml	NASA/NumericalData/Voyager1/PWS/Waveform-CDF/PT0.00003472S	LJG	LFB	Lee.Frost.Bargatze	Metadata submitted by LJG on 20220721, added Acknowledgement, and PublicationInformation, updated two AccessURL URLs, reviewed by LFB 20220929		
557	METADATA_20220721_002/1657831215-voyager2-pws-wf-NumericalData.xml	NASA/NumericalData/Voyager2/PWS/Waveform-CDF/PT0.00003472S	LJG	LFB	Lee.Frost.Bargatze	Metadata submitted by LJG on 20220721, added Acknowledgement, and PublicationInformation, updated two AccessURL URLs, reviewed by LFB 20220929		
558	NASA/NumericalData/LANL/2001/MPA/PT87S.xml	NASA/NumericalData/LANL/2001/MPA/PT87S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
559	NASA/NumericalData/LANL/2002/MPA/PT87S.xml	NASA/NumericalData/LANL/2002/MPA/PT87S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
560	NASA/NumericalData/ACE/SWICS_SWIMS/L2/PT1H.xml	NASA/NumericalData/ACE/SWICS_SWIMS/L2/PT1H	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
561	NASA/NumericalData/ACE/SWICS/L2/PT2H.xml	NASA/NumericalData/ACE/SWICS/L2/PT2H	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
562	NASA/NumericalData/ACE/SWICS_SWIMS/L2/PT2H.xml	NASA/NumericalData/ACE/SWICS_SWIMS/L2/PT2H	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
563	NASA/NumericalData/ACE/SWICS_SWIMS/L2/P1D.xml	NASA/NumericalData/ACE/SWICS_SWIMS/L2/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
564	NASA/NumericalData/ACE/SWICS_SWIMS/L2/ChargeState/PT2H.xml	NASA/NumericalData/ACE/SWICS_SWIMS/L2/ChargeState/PT2H	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
565	NASA/NumericalData/ACE/SWICS/L2/PT12M.xml	NASA/NumericalData/ACE/SWICS/L2/PT12M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
566	NASA/NumericalData/Alouette2/SFS/AverageIonogram/Lima/PT31S.xml	NASA/NumericalData/Alouette2/SFS/AverageIonogram/Lima/PT31S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
567	NASA/NumericalData/Alouette2/SFS/AverageIonogram/Quito/PT31S.xml	NASA/NumericalData/Alouette2/SFS/AverageIonogram/Quito/PT31S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
568	NASA/NumericalData/Alouette2/SFS/AverageIonogram/Santiago/PT31S.xml	NASA/NumericalData/Alouette2/SFS/AverageIonogram/Santiago/PT31S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
569	NASA/NumericalData/Alouette2/SFS/AverageIonogram/FalklandIslands/PT31S.xml	NASA/NumericalData/Alouette2/SFS/AverageIonogram/FalklandIslands/PT31S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
570	NASA/NumericalData/Alouette2/SFS/AverageIonogram/Fairbanks/PT31S.xml	NASA/NumericalData/Alouette2/SFS/AverageIonogram/Fairbanks/PT31S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
571	NASA/NumericalData/Alouette2/SFS/AverageIonogram/Winkfield/PT31S.xml	NASA/NumericalData/Alouette2/SFS/AverageIonogram/Winkfield/PT31S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
572	NASA/NumericalData/AMPTE-CCE/MEPA/PT0.1875S.xml	NASA/NumericalData/AMPTE-CCE/MEPA/PT0.1875S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
573	NASA/NumericalData/BepiColombo/HelioWeb/Ephemeris/P1D.xml	NASA/NumericalData/BepiColombo/HelioWeb/Ephemeris/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
574	NASA/NumericalData/Comet/Borrelly/HelioWeb/Ephemeris/P1D.xml	NASA/NumericalData/Comet/Borrelly/HelioWeb/Ephemeris/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
575	NASA/NumericalData/Cluster-Rumba/EDI/PrimeParameter/PT4S.xml	NASA/NumericalData/Cluster-Rumba/EDI/PrimeParameter/PT4S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
576	NASA/NumericalData/Cluster-Rumba/WBD/PT0.0000046S.xml	NASA/NumericalData/Cluster-Rumba/WBD/PT0.0000046S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
577	NASA/NumericalData/Cluster-Rumba/WBD/BM2/PT0.0000046S.xml	NASA/NumericalData/Cluster-Rumba/WBD/BM2/PT0.0000046S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
578	NASA/NumericalData/Cluster-Salsa/EDI/PrimeParameter/PT4S.xml	NASA/NumericalData/Cluster-Salsa/EDI/PrimeParameter/PT4S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
579	NASA/NumericalData/Cluster-Salsa/WBD/PT0.0000046S.xml	NASA/NumericalData/Cluster-Salsa/WBD/PT0.0000046S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
580	NASA/NumericalData/Cluster-Salsa/WBD/BM2/PT0.0000046S.xml	NASA/NumericalData/Cluster-Salsa/WBD/BM2/PT0.0000046S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
581	NASA/NumericalData/Cluster-Samba/EDI/PrimeParameter/PT4S.xml	NASA/NumericalData/Cluster-Samba/EDI/PrimeParameter/PT4S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
582	NASA/NumericalData/Cluster-Samba/WBD/PT0.0000046S.xml	NASA/NumericalData/Cluster-Samba/WBD/PT0.0000046S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
583	NASA/NumericalData/Cluster-Samba/WBD/BM2/PT0.0000046S.xml	NASA/NumericalData/Cluster-Samba/WBD/BM2/PT0.0000046S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
584	NASA/NumericalData/Cluster-Tango/EDI/PrimeParameter/PT4S.xml	NASA/NumericalData/Cluster-Tango/EDI/PrimeParameter/PT4S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
585	NASA/NumericalData/Cluster-Tango/WBD/PT0.0000046S.xml	NASA/NumericalData/Cluster-Tango/WBD/PT0.0000046S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
586	NASA/NumericalData/Cluster-Tango/WBD/BM2/PT0.0000046S.xml	NASA/NumericalData/Cluster-Tango/WBD/BM2/PT0.0000046S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
587	NASA/NumericalData/Cassini/HelioWeb/Ephemeris/P1D.xml	NASA/NumericalData/Cassini/HelioWeb/Ephemeris/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
588	NASA/NumericalData/Cassini/MAG/CDF/PT1M.xml	NASA/NumericalData/Cassini/MAG/CDF/PT1M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
589	NASA/NumericalData/Comet/GriggSkjellerup/HelioWeb/Ephemeris/P1D.xml	NASA/NumericalData/Comet/GriggSkjellerup/HelioWeb/Ephemeris/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
590	NASA/NumericalData/Comet/HondaMrkosPajdusakova/HelioWeb/Ephemeris/P1D.xml	NASA/NumericalData/Comet/HondaMrkosPajdusakova/HelioWeb/Ephemeris/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
591	NASA/NumericalData/Dawn/HelioWeb/Ephemeris/P1D.xml	NASA/NumericalData/Dawn/HelioWeb/Ephemeris/P1D	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
592	NASA/NumericalData/DE1/RIMS/PT1M.xml	NASA/NumericalData/DE1/RIMS/PT1M	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
593	NASA/NumericalData/DE1/MAGA/PT6S.xml	NASA/NumericalData/DE1/MAGA/PT6S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
594	NASA/NumericalData/DE1/Ephemeris/PT8S.xml	NASA/NumericalData/DE1/Ephemeris/PT8S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
595	NASA/NumericalData/DE2/MAGB-VEFI/CDF/PT0.062S.xml	NASA/NumericalData/DE2/MAGB-VEFI/CDF/PT0.062S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
596	NASA/NumericalData/DE2/VEFI/AC/CDF/PT0.5S.xml	NASA/NumericalData/DE2/VEFI/AC/CDF/PT0.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
597	NASA/NumericalData/DE2/VEFI/DC/CDF/PT0.5S.xml	NASA/NumericalData/DE2/VEFI/DC/CDF/PT0.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
598	NASA/NumericalData/DE2/FPI/Neutral/PT8S.xml	NASA/NumericalData/DE2/FPI/Neutral/PT8S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
599	NASA/NumericalData/DMSP_5D-3/F16/SESS/SSJ5/PT1S.xml	NASA/NumericalData/DMSP_5D-3/F16/SESS/SSJ5/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
600	NASA/NumericalData/DMSP_5D-3/F16/SESS/SSM-Boom/PT1S.xml	NASA/NumericalData/DMSP_5D-3/F16/SESS/SSM-Boom/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
601	NASA/NumericalData/DMSP_5D-3/F17/SESS/SSJ5/PT1S.xml	NASA/NumericalData/DMSP_5D-3/F17/SESS/SSJ5/PT1S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, metadata versioned up to SPASE 2.6.0, reviewed by LFB 20230727		
