									
SPASE_PERSON_RESOURCE_ID	FULL_NAME	FIRST_NAME	AUTHORS_GIVEN_NAME	FAMILY_NAME	INITIAL_NAME	AFFILIATION_NAME	AFFILIATION_ROR	MISSION_ACRONYM	NAME_PATTERN
SMWG/Person/Lynn.B.Wilson.III	Lynn B. Wilson, III	Lynn	Lynn, B.	Wilson, III	L.B. Wilson, III	NASA Goddard Space Flight Center, Heliophysics Division		STEREO-A STEREO-B Wind	N_I_N
SMWG/Person/Lynn.Hutting	Lynn Hutting	Lynn	Lynn	Hutting	L. Hutting	Naval Research Laboratory		STEREO	N_N
SMWG/Person/Lynn.M.Kistler	Lynn M. Kistler	Lynn	Lynn, M.	Kistler	L.M. Kistler	University of New Hampshire		AMPTE-IRM FAST	N_I_N
SMWG/Person/Lyoie.Koch-Miramond	Lyoie Koch-Miramond	Lyoie	Lyoie	Koch-Miramond	L. Koch-Miramond	Centre d&apos;Etudes Nucleaires de Saclay			N_N
SMWG/Person/M.A.Dotsenko	M. A. Dotsenko	M.	M., A.	Dotsenko	M.A. Dotsenko	Institute of Biomedical Problems			I_I_N
SMWG/Person/M.A.I.Van.Hollebeke	M. A. I. Van Hollebeke	M.	M., A. I.Van	Hollebeke	M.A.I.V. Hollebeke	Unknown - formerly at U of MD			I_I_I_N_N
SMWG/Person/M.A.Schield	M. A. Schield	M.	M., A.	Schield	M.A. Schield	University of Iowa			I_I_N
SMWG/Person/M.A.Van.Dilla	M. A. Van Dilla	M.	M., A. Van	Dilla	M.A.V. Dilla	Unknown - formerly at Los Alamos National Lab			I_I_N_N
SMWG/Person/M.B.Gumpel	M. B. Gumpel	M.	M., B.	Gumpel	M.B. Gumpel	Jet Propulsion Laboratory			I_I_N
SMWG/Person/M.Bangham	M. Bangham	M.	M.	Bangham	M. Bangham	National Physical Laboratory			I_N
SMWG/Person/M.Besson	M. Besson	M.	M.	Besson	M. Besson	Office National d&apos;Etudes et de			I_N
SMWG/Person/M.Brownell	M. Brownell	M.	M.	Brownell	M. Brownell	Unknown - formerly at NASA-JPL			I_N
SMWG/Person/M.Bruce.Fegley.Jr	M. Bruce Fegley, Jr.	M.	M., Bruce	Fegley, Jr.	M.B. Fegley, Jr.	Massachusetts Institute of Technology			I_N_N
SMWG/Person/M.C.Fleming	M. C. Fleming	M.	M., C.	Fleming	M.C. Fleming	Massachusetts Institute of Technology			I_I_N
SMWG/Person/M.Cantin	M. Cantin	M.	M.	Cantin	M. Cantin	Centre d&apos;Etudes Nucleaires de Saclay			I_N
SMWG/Person/M.Chobanu	M. Chobanu	M.	M.	Chobanu	M. Chobanu	Academy of Sciences of Romania			I_N
SMWG/Person/M.D.Handegard	M. D. Handegard	M.	M., D.	Handegard	M.D. Handegard	Unknown - formerly at NASA-GSFC			I_I_N
SMWG/Person/M.David.Lind	M. David Lind	M.	M., David	Lind	M.D. Lind	Rockwell International Corporation			I_N_N
SMWG/Person/M.Diruscio	M. Diruscio	M.	M.	Diruscio	M. Diruscio	Universita di Roma			I_N
SMWG/Person/M.Donald.Blue	M. Donald Blue	M.	M., Donald	Blue	M.D. Blue	Georgia Institute of Technology			I_N_N
SMWG/Person/M.F.Chewning	M. F. Chewning	M.	M., F.	Chewning	M.F. Chewning	Unknown - formerly at GSFC			I_I_N
SMWG/Person/M.Festou	M. Festou	M.	M.	Festou	M. Festou	Observatoire de Besancon			I_N
SMWG/Person/M.G.Charles	M. G. Charles	M.	M., G.	Charles	M.G. Charles	CNRS Centre d&apos;Etudes Spatiales des			I_I_N
SMWG/Person/M.G.Gushev	M. G. Gushev	M.	M., G.	Gushev	M.G. Gushev	Bulgarian Academy of Sciences			I_I_N
SMWG/Person/M.G.Sirota	M. G. Sirota	M.	M., G.	Sirota	M.G. Sirota	Institute of Biomedical Problems			I_I_N
SMWG/Person/M.Gallucci	M. Gallucci	M.	M.	Gallucci	M. Gallucci	National Oceanic and Atmospheric			I_N
SMWG/Person/M.Guy	M. Guy	M.	M.	Guy	M. Guy	Centre National d&apos;Etudes Spatiales			I_N
SMWG/Person/M.J.Disney	M. J. Disney	M.	M., J.	Disney	M.J. Disney	Mount Stromlo and Siding Spring Obervatory			I_I_N
SMWG/Person/M.J.Stoller	M. J. Stoller	M.	M., J.	Stoller	M.J. Stoller	Address Unknown			I_I_N
SMWG/Person/M.K.Sommer	M. K. Sommer	M.	M., K.	Sommer	M.K. Sommer	Max-Planck-Institut fur Physik und			I_I_N
SMWG/Person/M.Kesselman	M. Kesselman	M.	M.	Kesselman	M. Kesselman	Grumman Aerospace Corporation			I_N
SMWG/Person/M.Knothe	M. Knothe	M.	M.	Knothe	M. Knothe	Institut fur Physikalische			I_N
SMWG/Person/M.Kolpin	M. Kolpin	M.	M.	Kolpin	M. Kolpin	TRW Systems Group			I_N
SMWG/Person/M.Kotaki	M. Kotaki	M.	M.	Kotaki	M. Kotaki	Communications Research Laboratory			I_N
SMWG/Person/M.L.Brown	M. L. Brown	M.	M., L.	Brown	M.L. Brown	Lockheed Electronics Company			I_I_N
SMWG/Person/M.L.Hlavin	M. L. Hlavin	M.	M., L.	Hlavin	M.L. Hlavin	Unknown - formerly at NASA-GSFC			I_I_N
SMWG/Person/M.Landini	M. Landini	M.	M.	Landini	M. Landini	Osservatorio Astrofisico di Arcetri			I_N
SMWG/Person/M.M.Schieber	M. M. Schieber	M.	M., M.	Schieber	M.M. Schieber	EG and G Incorporated			I_I_N
SMWG/Person/M.Maschek	M. Maschek	M.	M.	Maschek	M. Maschek	Institut fur Physikalische			I_N
SMWG/Person/M.Michel.Parrot	M. Michel Parrot	M.	M., Michel	Parrot	M.M. Parrot	CNRS Laboratoire de Physique et Chimie de l&apos;E			I_N_N
SMWG/Person/M.Miller	M. Miller	M.	M.	Miller	M. Miller	NASA Johnson Space Center			I_N
SMWG/Person/M.Moguilevski	M. Moguilevski	M.	M.	Moguilevski	M. Moguilevski	IZMIRAN			I_N
SMWG/Person/M.Moreau	M. Moreau	M.	M.	Moreau	M. Moreau	Instrument Sa/Jobin			I_N
SMWG/Person/M.Murbach	M. Murbach	M.	M.	Murbach	M. Murbach	University of Colorado			I_N
SMWG/Person/M.N.Lind	M. N. Lind	M.	M., N.	Lind	M.N. Lind	Netherlands Committee for Geophysical			I_I_N
SMWG/Person/M.N.Markov	M. N. Markov	M.	M., N.	Markov	M.N. Markov	Academy of Sciences			I_I_N
SMWG/Person/M.N.Sweeting	M. N. Sweeting	M.	M., N.	Sweeting	M.N. Sweeting	University of Surrey			I_I_N
SMWG/Person/M.N.Vahia	M. N. Vahia	M.	M., N.	Vahia	M.N. Vahia	Tata Institute of Fundamental Research			I_I_N
SMWG/Person/M.Nafi.Toksoz	M. Nafi Toksoz	M.	M., Nafi	Toksoz	M.N. Toksoz	Massachusetts Institute of Technology			I_N_N
SMWG/Person/M.Niel	M. Niel	M.	M.	Niel	M. Niel	CNRS Centre d&apos;Etudes Spatiales des			I_N
SMWG/Person/M.O.Robbins	M. O. Robbins	M.	M., O.	Robbins	M.O. Robbins	Science Research Council			I_I_N
SMWG/Person/M.Otterbein	M. Otterbein	M.	M.	Otterbein	M. Otterbein	Bundesminister fur Forschung und			I_N
SMWG/Person/M.P.Aubrey	M. P. Aubrey	M.	M., P.	Aubrey	M.P. Aubrey	Centre National d&apos;Etudes des			I_I_N
SMWG/Person/M.Parcelier	M. Parcelier	M.	M.	Parcelier	M. Parcelier	Aerospatiale			I_N
SMWG/Person/M.Patrick.McCormick	M. Patrick McCormick	M.	M., Patrick	McCormick	M.P. McCormick	NASA Langley Research Center			I_N_N
SMWG/Person/M.Perkins	M. Perkins	M.	M.	Perkins	M. Perkins	University of Chicago			I_N
SMWG/Person/M.Petrunova	M. Petrunova	M.	M.	Petrunova	M. Petrunova	Bulgarian Academy of Sciences			I_N
SMWG/Person/M.R.I.Soliman	M. R. I. Soliman	M.	M., R. I.	Soliman	M.R.I. Soliman	Florida A &amp; M University			I_I_I_N
SMWG/Person/M.Ricketts	M. Ricketts	M.	M.	Ricketts	M. Ricketts	University of Leicester			I_N
SMWG/Person/M.Rothenberg	M. Rothenberg	M.	M.	Rothenberg	M. Rothenberg	Danish Space Research Institute			I_N
SMWG/Person/M.S.Malkevich	M. S. Malkevich	M.	M., S.	Malkevich	M.S. Malkevich	Academy of Sciences			I_I_N
SMWG/Person/M.S.V.Rao	M. S. V. Rao	M.	M., S. V.	Rao	M.S.V. Rao	Unknown - formerly at NASA-GSFC			I_I_I_N
SMWG/Person/M.Schiffman	M. Schiffman	M.	M.	Schiffman	M. Schiffman	Unknown - formerly at GSFC-Code 692			I_N
SMWG/Person/M.Tatrallyay	M. Tatrallyay	M.	M.	Tatrallyay	M. Tatrallyay	Hungarian Data Centre (KFKI)			I_N
SMWG/Person/M.Telzov	M. Telzov	M.	M.	Telzov	M. Telzov	Institute of Cosmophysical Research			I_N
SMWG/Person/M.Trouble	M. Trouble	M.	M.	Trouble	M. Trouble	Centre d&apos;Etudes Nucleaires de Saclay			I_N
SMWG/Person/M.V.Rao	M. V. Rao	M.	M., V.	Rao	M.V. Rao	Emmanuel College			I_I_N
SMWG/Person/M.V.Teltsov	M. V. Teltsov	M.	M., V.	Teltsov	M.V. Teltsov	Moscow State University			I_I_N
SMWG/Person/M.Valluchi	M. Valluchi	M.	M.	Valluchi	M. Valluchi	Unknown - formerly at Federal Institute of Techno			I_N
SMWG/Person/M.Viton	M. Viton	M.	M.	Viton	M. Viton	CNRS Laboratoire d&apos;Astronomie Spatiale			I_N
SMWG/Person/M.Weing	M. Weing	M.	M.	Weing	M. Weing	Columbia University			I_N
SMWG/Person/M.Wong	M. Wong	M.	M.	Wong	M. Wong	USAF Geophysics Laboratory			I_N
SMWG/Person/MMS_SDC_POC	MMS Science Data Center Mission Development Team Point of Contact	MMS		Contact	MMS Science Data Center Mission Development Team Point of Contact	Magnetospheric Multiscale (MMS) Science Operations Center (SOC)		MMS	OTHER
SMWG/Person/Mac.C.Chapman	Mac C. Chapman	Mac	Mac, C.	Chapman	M.C. Chapman	TRW Systems Group			N_I_N
SMWG/Person/Maccagni	Maccagni			Maccagni	Maccagni	Universita degli Studi di Milano			N
SMWG/Person/Madeeha.Ashfaque	Madeeha Ashfaque	Madeeha	Madeeha	Ashfaque	M. Ashfaque	Ionospheric Research Division, Pakistan Space Upper Atmosphere Research Commission, (SUPARCO), Karachi			N_N
SMWG/Person/Magdalena.Vaczyova	Magdalena Vaczyova	Magdalena	Magdalena	Vaczyova	M. Vaczyova	Geophysical Institute, Slovak Academy of Sciences			N_N
SMWG/Person/Magnar.G.Johnsen	Magnar Gullikstad Johnsen	Magnar	Magnar, Gullikstad	Johnsen	M.G. Johnsen	Southwest Research Institute			N_N_N
SMWG/Person/Maha.Ashour-Abdalla	Maha Ashour-Abdalla	Maha	Maha	Ashour-Abdalla	M. Ashour-Abdalla	University of California, Los Angeles			N_N
SMWG/Person/Maija.I.Mednieks	Maija I. Mednieks	Maija	Maija, I.	Mednieks	M.I. Mednieks	University of Connecticut			N_I_N
SMWG/Person/Maj.B.Brentnall	B. Brentnall	B.	B.	Brentnall	B. Brentnall	USAF Systems Command			I_N
SMWG/Person/Maj.D.Latham.USAF	D. Latham	D.	D.	Latham	D. Latham	Unknown - formerly at USAF			I_N
SMWG/Person/Maj.J.Richards.USAF	J. Richards	J.	J.	Richards	J. Richards	Unknown - formerly at USAF			I_N
SMWG/Person/Maj.M.F.Schneider	M. F. Schneider	M.	M., F.	Schneider	M.F. Schneider	USAF Space Division			I_I_N
SMWG/Person/Maj.P.Sefchek	P. Sefchek	P.	P.	Sefchek	P. Sefchek	USAF Space Division			I_N
SMWG/Person/Maj.R.A.Bena	R. A. Bena	R.	R., A.	Bena	R.A. Bena	USAF Geophysics Laboratory			I_I_N
SMWG/Person/Maj.Stanley.W.Powers	Stanley W. Powers	Stanley	Stanley, W.	Powers	S.W. Powers	USAF Academy Planetarium			N_I_N
SMWG/Person/Maj.Walter.D.Meyer	Walter D. Meyer	Walter	Walter, D.	Meyer	W.D. Meyer	USAF Air Weather Service			N_I_N
SMWG/Person/Maj.William.J.Niemann	William J. Niemann	William	William, J.	Niemann	W.J. Niemann	USAF Space Division			N_I_N
SMWG/Person/Makiko.Ohtake	Makiko Ohtake	Makiko	Makiko	Ohtake	M. Ohtake	JAXA			N_N
SMWG/Person/Makiko.Sato	Makiko Sato	Makiko	Makiko	Sato	M. Sato	Goddard Institute for Space Studies			N_N
SMWG/Person/Malcolm.A.Clark	Malcolm A. Clark	Malcolm	Malcolm, A.	Clark	M.A. Clark	Aerospace Corporation			N_I_N
SMWG/Person/Malcolm.E.Posey	Malcolm E. Posey	Malcolm	Malcolm, E.	Posey	M.E. Posey	GSFC-Code 914			N_I_N
SMWG/Person/Malcolm.W.Dunlop	Malcolm W. Dunlop	Malcolm	Malcolm, W.	Dunlop	M.W. Dunlop	Imperial College of Science, Technology and Medicine		AMPTE-UKS	N_I_N
SMWG/Person/Manfred.Bester	Manfred Bester	Manfred	Manfred	Bester	M. Bester	University of California			N_N
SMWG/Person/Manfred.H.Boehm	Manfred H. Boehm	Manfred	Manfred, H.	Boehm	M.H. Boehm	Universitat Wurzburg			N_I_N
SMWG/Person/Manfred.H.Rees	Manfred H. Rees	Manfred	Manfred, H.	Rees	M.H. Rees	University of Alaska			N_I_N
SMWG/Person/Manfred.Scholer	Manfred Scholer	Manfred	Manfred	Scholer	M. Scholer	Max-Planck-Institut fuer Extraterrestrische Ph			N_N
SMWG/Person/Manfred.Wahl	Manfred Wahl	Manfred	Manfred	Wahl	M. Wahl	CONSENS			N_N
SMWG/Person/Manfred.Witte	Manfred Witte	Manfred	Manfred	Witte	M. Witte	Max-Planck-Institut fur Aeronomie		Ulysses	N_N
SMWG/Person/Manik.Talwani	Manik Talwani	Manik	Manik	Talwani	M. Talwani	Rice University			N_N
SMWG/Person/Manning.J.Correia	Manning J. Correia	Manning	Manning, J.	Correia	M.J. Correia	University of Texas Medical School			N_I_N
SMWG/Person/Manny.Presicci	Manny Presicci	Manny	Manny	Presicci	M. Presicci	LASP/University of Colorado			N_N
SMWG/Person/Manuel.Catalan	Manuel Catalan	Manuel	Manuel	Catalan	M. Catalan	Real Instituto y Observatorio de la Armada, Seccion de Geofisica			N_N
SMWG/Person/Manuel.Grande	Manuel Grande	Manuel	Manuel	Grande	M. Grande	Rutherford Appleton Laboratory			N_N
SMWG/Person/Manuel.Kampine	Manuel Kampine	Manuel	Manuel	Kampine	M. Kampine	Departamento de Geofisica Global, Direccao, National de Geologia, Maputo, Mozambique			N_N
SMWG/Person/Manuel.Larran	Manuel Larran	Manuel	Manuel	Larran	M. Larran	Real Instituto y Observatorio de la Armada, Seccion de Geofisica			N_N
SMWG/Person/Marc.Bensimon	Marc Bensimon	Marc	Marc	Bensimon	M. Bensimon	NASA Headquarters			N_N
SMWG/Person/Marc.Chaussidon	Marc Chaussidon	Marc	Marc	Chaussidon	M. Chaussidon	Bureau Central De Magnetisme Terrestre and Institut de Physique du Globe de Paris			N_N
SMWG/Person/Marc.R.Hairston	Marc R. Hairston	Marc	Marc, R.	Hairston	M.R. Hairston	University of Texas at Dallas		DMSP_5D-2	N_I_N
SMWG/Person/Marc.R.Lessard	Marc R. Lessard	Marc	Marc, R.	Lessard	M.R. Lessard	Department of Physics and Space Science Center		RENU2	N_I_N
SMWG/Person/Marcel.Ackerman	Marcel Ackerman	Marcel	Marcel	Ackerman	M. Ackerman	Institut d&apos;Aeronomie Spatiale de			N_N
SMWG/Person/Marcel.J.Aucremanne	Marcel J. Aucremanne	Marcel	Marcel, J.	Aucremanne	M.J. Aucremanne	Unknown - formerly at NASA Headquarters			N_I_N
SMWG/Person/Marcello.Coradini	Marcello Coradini	Marcello	Marcello	Coradini	M. Coradini	Universita di Roma			N_N
SMWG/Person/Marcello.Fulchignoni	Marcello Fulchignoni	Marcello	Marcello	Fulchignoni	M. Fulchignoni	Universita degli Studi di Roma			N_N
SMWG/Person/Marcia.M.Neugebauer	Marcia M. Neugebauer	Marcia	Marcia, M.	Neugebauer	M.M. Neugebauer	Jet Propulsion Laboratory		Ulysses	N_I_N
SMWG/Person/Marcos.E.Machado	Marcos E. Machado	Marcos	Marcos, E.	Machado	M.E. Machado	Comision Nacional de Actividades Espaciales			N_I_N
SMWG/Person/Margaret.A.Goldstein	Margaret A. Goldstein	Margaret	Margaret, A.	Goldstein	M.A. Goldstein	Baylor College of Medicine			N_I_N
SMWG/Person/Margaret.A.Shea	Margaret A. Shea	Margaret	Margaret, A.	Shea	M.A. Shea	University of Alabama			N_I_N
SMWG/Person/Margaret.Chartres	Margaret Chartres	Margaret	Margaret	Chartres	M. Chartres	Unknown - formerly at MIT			N_N
SMWG/Person/Margaret.D.Wilson	Margaret D. Wilson	Margaret	Margaret, D.	Wilson	M.D. Wilson	National Research Council of Canada			N_I_N
SMWG/Person/Margaret.Galland.Kivelson	Margaret Galland Kivelson	Margaret	Margaret, Galland	Kivelson	M.G. Kivelson	University of California, Los Angele			N_N_N
SMWG/Person/Maria.Bice.Bavassano-Cattaneo	Maria Bice Bavassano-Cattaneo	Maria	Maria, Bice	Bavassano-Cattaneo	M.B. Bavassano-Cattaneo	Istituto di Fisica Dello Spazio			N_N_N
SMWG/Person/Maria.Elena.Munyiz	Maria Elena Munyiz	Maria	Maria, Elena	Munyiz	M.E. Munyiz	Cuban Academy of Sciences, Institute of Geophysics and Astronomy			N_N_N
SMWG/Person/Maria.T.Zuber	Maria T. Zuber	Maria	Maria, T.	Zuber	M.T. Zuber	Massachusetts Institute of Technology			N_I_N
SMWG/Person/Marie.Corney	Marie Corney	Marie	Marie	Corney	M. Corney	University of Oxford			N_N
SMWG/Person/Marie.Dominique	Marie Dominique	Marie	Marie	Dominique	M. Dominique	Royal Observatory of Belgium			N_N
SMWG/Person/Marie.P.Lemaitre	Marie P. Lemaitre	Marie	Marie, P.	Lemaitre	M.P. Lemaitre	Office National d&apos;Etudes et de			N_I_N
SMWG/Person/Marilyn.E.Bruner	Marilyn E. Bruner	Marilyn	Marilyn, E.	Bruner	M.E. Bruner	Lockheed Palo Alto Research Laboratory			N_I_N
SMWG/Person/Marilyn.R.Meade	Marilyn R. Meade	Marilyn	Marilyn, R.	Meade	M.R. Meade	University of Wisconsin-Madison			N_I_N
SMWG/Person/Marilyn.R.Oberhardt	Marilyn R. Oberhardt	Marilyn	Marilyn, R.	Oberhardt	M.R. Oberhardt	USAF Geophysics Laboratory			N_I_N
SMWG/Person/Marina.Stepanova	Marina Stepanova	Marina	Marina	Stepanova	M. Stepanova	Departamento de Fisica			N_N
SMWG/Person/Marino.Dobrowolny	Marino Dobrowolny	Marino	Marino	Dobrowolny	M. Dobrowolny	Consiglio Nazionale delle Ricerche			N_N
SMWG/Person/Mario.D.Grossi	Mario D. Grossi	Mario	Mario, D.	Grossi	M.D. Grossi	Smithsonian Astrophysical Observatory			N_I_N
SMWG/Person/Mario.H.Acuna	Mario H. Acuna	Mario	Mario, H.	Acuna	M.H. Acuna	GSFC-Code 695			N_I_N
SMWG/Person/Marius.B.Weinreb	Marius B. Weinreb	Marius	Marius, B.	Weinreb	M.B. Weinreb	NASA Headquarters			N_I_N
SMWG/Person/Mariusz.Neska	Mariusz Neska	Mariusz	Mariusz	Neska	M. Neska	Institute of Geophysics, Polish Academy of Sciences			N_N
SMWG/Person/Marjorie.R.Townsend	Marjorie R. Townsend	Marjorie	Marjorie, R.	Townsend	M.R. Townsend	Unknown			N_I_N
SMWG/Person/Mark.A.Popecki	Mark A. Popecki	Mark	Mark, A.	Popecki	M.A. Popecki	University of New Hampshire			N_I_N
SMWG/Person/Mark.A.Saunders	Mark A. Saunders	Mark	Mark, A.	Saunders	M.A. Saunders	Unknown - formerly at NASA HQ			N_I_N
SMWG/Person/Mark.Clilverd	Mark Clilverd	Mark	Mark	Clilverd	M. Clilverd	British Antarctic Survey			N_N
SMWG/Person/Mark.E.Wiedenbeck	Mark E. Wiedenbeck	Mark	Mark, E.	Wiedenbeck	M.E. Wiedenbeck	Jet Propulsion Laboratory		ISEE3	N_I_N
SMWG/Person/Mark.Golkowski	Mark Golkowski	Mark	Mark	Golkowski	M. Golkowski	University of Colorado			N_N
SMWG/Person/Mark.Hervig	Mark Hervig	Mark	Mark	Hervig	M. Hervig	GATS, Inc.		AIM	N_N
SMWG/Person/Mark.J.Abbott	Mark J. Abbott	Mark	Mark, J.	Abbott	M.J. Abbott	University of California, Berkeley			N_I_N
SMWG/Person/Mark.J.Engebretson	Mark J. Engebretson	Mark	Mark, J.	Engebretson	M.J. Engebretson	Augsburg College			N_I_N
SMWG/Person/Mark.Lester	Mark Lester	Mark	Mark	Lester	M. Lester	University of Leicester			N_N
SMWG/Person/Mark.Linton	Mark Linton	Mark	Mark	Linton	M. Linton	US Naval Research Laboratory			N_N
SMWG/Person/Mark.M.Baumback	Mark M. Baumback	Mark	Mark, M.	Baumback	M.M. Baumback	US Naval Research Laboratory			N_I_N
SMWG/Person/Mark.Moldwin	Mark Moldwin	Mark	Mark	Moldwin	M. Moldwin	Atmospheric, Oceanic, and Spase Sciences			N_N
SMWG/Person/Mark.Nelson	Mark Nelson	Mark	Mark	Nelson	M. Nelson	Altair 7 Electronics Consulting			N_N
SMWG/Person/Mark.R.Scherbarth	Mark R. Scherbarth	Mark	Mark, R.	Scherbarth	M.R. Scherbarth	Air Force Research Laboratory			N_I_N
SMWG/Person/Mark.R.Schoeberl	Mark R. Schoeberl	Mark	Mark, R.	Schoeberl	M.R. Schoeberl	GSFC-Code 916			N_I_N
SMWG/Person/Mark.R.Showalter	Mark R. Showalter	Mark	Mark, R.	Showalter	M.R. Showalter	NASA Ames Research Center			N_I_N
SMWG/Person/Mark.Robinson	Mark Robinson	Mark	Mark	Robinson	M. Robinson	Northwestern University			N_N
SMWG/Person/Mark.S.Robinson	Mark S. Robinson	Mark	Mark, S.	Robinson	M.S. Robinson	US Geological Survey			N_I_N
SMWG/Person/Mark.S.Spehalski	Mark S. Spehalski	Mark	Mark, S.	Spehalski	M.S. Spehalski	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Mark.Settle	Mark Settle	Mark	Mark	Settle	M. Settle	Arco Exploration and Technology Co			N_N
SMWG/Person/Mark.V.Hurwitz	Mark V. Hurwitz	Mark	Mark, V.	Hurwitz	M.V. Hurwitz	University of California, Berkeley			N_I_N
SMWG/Person/Mark.V.Sykes	Mark V. Sykes	Mark	Mark, V.	Sykes	M.V. Sykes	Steward Observatory			N_I_N
SMWG/Person/Markku.Lehtinen	Markku Lehtinen	Markku	Markku	Lehtinen	M. Lehtinen	Sodankyla Geophysical Observatory			N_N
SMWG/Person/Marsha.Presley	Marsha Presley	Marsha	Marsha	Presley	M. Presley	Arizona State University			N_N
SMWG/Person/Marsha.R.Torr	Marsha R. Torr	Marsha	Marsha, R.	Torr	M.R. Torr	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Marshall.W.Bautz	Marshall W. Bautz	Marshall	Marshall, W.	Bautz	M.W. Bautz	Massachusetts Institute of Technology			N_I_N
SMWG/Person/Martha.S.Hanner	Martha S. Hanner	Martha	Martha, S.	Hanner	M.S. Hanner	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Martin.A.Davis	Martin A. Davis	Martin	Martin, A.	Davis	M.A. Davis	GSFC-Code 415			N_I_N
SMWG/Person/Martin.A.Pomerantz	Martin A. Pomerantz	Martin	Martin, A.	Pomerantz	M.A. Pomerantz	Bartol Research Foundation			N_I_N
SMWG/Person/Martin.A.Uman	Martin A. Uman	Martin	Martin, A.	Uman	M.A. Uman	University of Florida			N_I_N
SMWG/Person/Martin.C.Moore-Ede	Martin C. Moore-Ede	Martin	Martin, C.	Moore-Ede	M.C. Moore-Ede	Harvard University			N_I_N
SMWG/Person/Martin.C.Weisskopf	Martin C. Weisskopf	Martin	Martin, C.	Weisskopf	M.C. Weisskopf	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Martin.Connors	Martin Connors	Martin	Martin	Connors	M. Connors	Athabasca University Geophysical Observatory		THEMIS	N_N
SMWG/Person/Martin.Friedrich	Martin Friedrich	Martin	Martin	Friedrich	M. Friedrich	Technische Universitat Graz			N_N
SMWG/Person/Martin.G.Tomasko	Martin G. Tomasko	Martin	Martin, G.	Tomasko	M.G. Tomasko	University of Arizona			N_I_N
SMWG/Person/Martin.H.Israel	Martin H. Israel	Martin	Martin, H.	Israel	M.H. Israel	Washington University			N_I_N
SMWG/Person/Martin.J.Koomen	Martin J. Koomen	Martin	Martin, J.	Koomen	M.J. Koomen	US Naval Research Laboratory			N_I_N
SMWG/Person/Martin.J.L.Turner	Martin J. L. Turner	Martin	Martin, J. L.	Turner	M.J.L. Turner	University of Leicester			N_I_I_N
SMWG/Person/Martin.L.Rossi	Martin L. Rossi	Martin	Martin, L.	Rossi	M.L. Rossi	Grumman Aerospace Corporation			N_I_N
SMWG/Person/Martin.Paetzold	Martin Paetzold	Martin	Martin	Paetzold	M. Paetzold	Universitat zu Koln			N_N
SMWG/Person/Martin.T.Black	Martin T. Black	Martin	Martin, T.	Black	M.T. Black	NOAA Space Environment Center			N_I_N
SMWG/Person/Martin.W.Molloy	Martin W. Molloy	Martin	Martin, W.	Molloy	M.W. Molloy	Unknown - formerly at NASA Headquarters			N_I_N
SMWG/Person/Martin.Walt.IV	Martin Walt, IV	Martin	Martin	Walt, IV	M. Walt, IV	Stanford University			N_N
SMWG/Person/Marvin.A.Geller	Marvin A. Geller	Marvin	Marvin, A.	Geller	M.A. Geller	State U of New York at Stony Brook			N_I_N
SMWG/Person/Marvin.S.Maxwell	Marvin S. Maxwell	Marvin	Marvin, S.	Maxwell	M.S. Maxwell	Swales Aerospace			N_I_N
SMWG/Person/Marx.Brook	Marx Brook	Marx	Marx	Brook	M. Brook	New Mexico Institute of Mining and			N_N
SMWG/Person/Mary.G.Reph	Mary G. Reph	Mary	Mary, G.	Reph	M.G. Reph	GSFC-Code 505			N_I_N
SMWG/Person/Mary.H.McCay	Mary H. McCay	Mary	Mary, H.	McCay	M.H. McCay	University of Tennessee Space Institute			N_I_N
SMWG/Person/Mary.J.Trumbauer	Mary J. Trumbauer	Mary	Mary, J.	Trumbauer	M.J. Trumbauer	Harlem High School			N_I_N
SMWG/Person/Mary.Jo.Smith	Mary Jo Smith	Mary	Mary, Jo	Smith	M.J. Smith	NASA Headquarters			N_N_N
SMWG/Person/Mary.K.Hudson	Mary K. Hudson	Mary	Mary, K.	Hudson	M.K. Hudson	Dartmouth College			N_I_N
SMWG/Person/Mary.K.Kimzey	Mary K. Kimzey	Mary	Mary, K.	Kimzey	M.K. Kimzey	Clear Creek High School			N_I_N
SMWG/Person/Mary.K.Olsen	Mary K. Olsen	Mary	Mary, K.	Olsen	M.K. Olsen	NASA Headquarters			N_I_N
SMWG/Person/Mary.M.Mellott	Mary M. Mellott	Mary	Mary, M.	Mellott	M.M. Mellott	NASA Headquarters			N_I_N
SMWG/Person/Masahisa.Sugiura	Masahisa Sugiura	Masahisa	Masahisa	Sugiura	M. Sugiura	Tokai University		DE1 DE2	N_N
SMWG/Person/Masaki.Ejiri	Masaki Ejiri	Masaki	Masaki	Ejiri	M. Ejiri	National Institute of Polar Research			N_N
SMWG/Person/Masaki.Fujimoto	Masaki Fujimoto	Masaki	Masaki	Fujimoto	M. Fujimoto	Institute of Space and Astronautical Science, Japan Aerospace Exploration Agency			N_N
SMWG/Person/Masaru.Matsuoka	Masaru Matsuoka	Masaru	Masaru	Matsuoka	M. Matsuoka	WDC-C2 for Cosmic Rays			N_N
SMWG/Person/Masato.Nakamura	Masato Nakamura	Masato	Masato	Nakamura	M. Nakamura	Institute of Space and Astronautical			N_N
