									
SPASE_PERSON_RESOURCE_ID	FULL_NAME	FIRST_NAME	AUTHORS_GIVEN_NAME	FAMILY_NAME	INITIAL_NAME	AFFILIATION_NAME	AFFILIATION_ROR	MISSION_ACRONYM	NAME_PATTERN
SMWG/Person/Tetsuya.T.Fujita	Tetsuya T. Fujita	Tetsuya	Tetsuya, T.	Fujita	T.T. Fujita	University of Chicago			N_I_N
SMWG/Person/Tetsuya.Watanabe	Tetsuya Watanabe	Tetsuya	Tetsuya	Watanabe	T. Watanabe	National Astronomical Observatory			N_N
SMWG/Person/The.AE.Project.Team	The AE Project Team	The	The, AE Project	Team	T.A.P. Team	GSFC-Code 910			N_N_N_N
SMWG/Person/Theo.Z.Kattamis	Theo Z. Kattamis	Theo	Theo, Z.	Kattamis	T.Z. Kattamis	University of Connecticut			N_I_N
SMWG/Person/Theodore.Allan.Fritz	Theodore Allan Fritz	Theodore	Theodore, Allan	Fritz	T.A. Fritz	Boston University		POLAR	N_N_N
SMWG/Person/Theodore.D.Tarbell	Theodore D. Tarbell	Theodore	Theodore, D.	Tarbell	T.D. Tarbell	Lockheed Palo Alto Research Laboratory			N_I_N
SMWG/Person/Theodore.E.Molitor	Theodore E. Molitor	Theodore	Theodore, E.	Molitor	T.E. Molitor	Ramsey High School			N_I_N
SMWG/Person/Theodore.G.Northrop	Theodore G. Northrop	Theodore	Theodore, G.	Northrop	T.G. Northrop	GSFC-Code 661			N_I_N
SMWG/Person/Theodore.J.Pepin	Theodore J. Pepin	Theodore	Theodore, J.	Pepin	T.J. Pepin	Unknown - formerly at U of Wyoming			N_I_N
SMWG/Person/Theodore.J.Rosenberg	Theodore J. Rosenberg	Theodore	Theodore, J.	Rosenberg	T.J. Rosenberg	Institute for Physical Science and Technology			N_I_N
SMWG/Person/Theodore.L.Chase	Theodore L. Chase	Theodore	Theodore, L.	Chase	T.L. Chase	NASA Glenn Research Center			N_I_N
SMWG/Person/Theodore.P.Snow.Jr	Theodore P. Snow, Jr.	Theodore	Theodore, P.	Snow, Jr.	T.P. Snow, Jr.	University of Colorado			N_I_N
SMWG/Person/Theodore.P.Stecher	Theodore P. Stecher	Theodore	Theodore, P.	Stecher	T.P. Stecher	GSFC-Code 681			N_I_N
SMWG/Person/Theodore.R.Gull	Theodore R. Gull	Theodore	Theodore, R.	Gull	T.R. Gull	GSFC-Code 680			N_I_N
SMWG/Person/Theodore.R.Hartz	Theodore R. Hartz	Theodore	Theodore, R.	Hartz	T.R. Hartz	Retired - former Upper Atmosphere Consultant, Canada			N_I_N
SMWG/Person/Theodore.Raphan	Theodore Raphan	Theodore	Theodore	Raphan	T. Raphan	Brooklyn College			N_N
SMWG/Person/Theodore.Wyatt	Theodore Wyatt	Theodore	Theodore	Wyatt	T. Wyatt	Applied Physics Laboratory			N_N
SMWG/Person/Therese.Encrenaz	Therese Encrenaz	Therese	Therese	Encrenaz	T. Encrenaz	Observatoire de Paris			N_N
SMWG/Person/Thomas.A.Croft	Thomas A. Croft	Thomas	Thomas, A.	Croft	T.A. Croft	SRI International			N_I_N
SMWG/Person/Thomas.A.Farley	Thomas A. Farley	Thomas	Thomas, A.	Farley	T.A. Farley	Unknown - formerly at U of CA, Los Angeles			N_I_N
SMWG/Person/Thomas.A.Parnell	Thomas A. Parnell	Thomas	Thomas, A.	Parnell	T.A. Parnell	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Thomas.B.Coughlin	Thomas B. Coughlin	Thomas	Thomas, B.	Coughlin	T.B. Coughlin	Applied Physics Laboratory			N_I_N
SMWG/Person/Thomas.B.McCord	Thomas B. McCord	Thomas	Thomas, B.	McCord	T.B. McCord	University of Hawaii			N_I_N
SMWG/Person/Thomas.C.Duxbury	Thomas C. Duxbury	Thomas	Thomas, C.	Duxbury	T.C. Duxbury	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Thomas.D.Carr	Thomas D. Carr	Thomas	Thomas, D.	Carr	T.D. Carr	University of Florida			N_I_N
SMWG/Person/Thomas.D.Miller	Thomas D. Miller	Thomas	Thomas, D.	Miller	T.D. Miller	GSFC-Code 464			N_I_N
SMWG/Person/Thomas.D.Wilkerson	Thomas D. Wilkerson	Thomas	Thomas, D.	Wilkerson	T.D. Wilkerson	University of Maryland			N_I_N
SMWG/Person/Thomas.E.Burke	Thomas E. Burke	Thomas	Thomas, E.	Burke	T.E. Burke	Unknown - formerly at NASA-JPL			N_I_N
SMWG/Person/Thomas.E.Cayton	Thomas E. Cayton	Thomas	Thomas, E.	Cayton	T.E. Cayton	Los Alamos National Laboratory		LANL	N_I_N
SMWG/Person/Thomas.E.Cravens	Thomas E. Cravens	Thomas	Thomas, E.	Cravens	T.E. Cravens	University of Kansas			N_I_N
SMWG/Person/Thomas.E.Holzer	Thomas E. Holzer	Thomas	Thomas, E.	Holzer	T.E. Holzer	National Center for Atmospheric			N_I_N
SMWG/Person/Thomas.E.Moore	Thomas E. Moore	Thomas	Thomas, E.	Moore	T.E. Moore	GSFC-Code 612.2		IMAGE MMS POLAR	N_I_N
SMWG/Person/Thomas.E.Van.Zandt	Thomas E. Van Zandt	Thomas	Thomas, E. Van	Zandt	T.E.V. Zandt	NOAA Environmental Research Labs			N_I_N_N
SMWG/Person/Thomas.F.Budinger	Thomas F. Budinger	Thomas	Thomas, F.	Budinger	T.F. Budinger	Lawrence Berkeley National Laboratory			N_I_N
SMWG/Person/Thomas.G.Wicks	Thomas G. Wicks	Thomas	Thomas, G.	Wicks	T.G. Wicks	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Thomas.Gold	Thomas Gold	Thomas	Thomas	Gold	T. Gold	Cornell University			N_N
SMWG/Person/Thomas.H.Roelofs	Thomas H. Roelofs	Thomas	Thomas, H.	Roelofs	T.H. Roelofs	University of Hawaii			N_I_N
SMWG/Person/Thomas.H.Vonder.Haar	Thomas H. Vonder Haar	Thomas	Thomas, H. Vonder	Haar	T.H.V. Haar	Colorado State University			N_I_N_N
SMWG/Person/Thomas.J.Birmingham	Thomas J. Birmingham	Thomas	Thomas, J.	Birmingham	T.J. Birmingham	GSFC-Code 695			N_I_N
SMWG/Person/Thomas.J.Chester	Thomas J. Chester	Thomas	Thomas, J.	Chester	T.J. Chester	California Institute of Technology			N_I_N
SMWG/Person/Thomas.J.Hallinan	Thomas J. Hallinan	Thomas	Thomas, J.	Hallinan	T.J. Hallinan	University of Alaska			N_I_N
SMWG/Person/Thomas.J.Immel	Thomas J. Immel	Thomas	Thomas, J.	Immel	T.J. Immel	Space Sciences Laboratory, University of California, Berkeley, 7 Gauss Way, Berkeley, CA 94720			N_I_N
SMWG/Person/Thomas.J.Karras	Thomas J. Karras	Thomas	Thomas, J.	Karras	T.J. Karras	NOAA National Environmental Satellite			N_I_N
SMWG/Person/Thomas.K.Gaylord	Thomas K. Gaylord	Thomas	Thomas, K.	Gaylord	T.K. Gaylord	Georgia Institute of Technology			N_I_N
SMWG/Person/Thomas.Kelsall	Thomas Kelsall	Thomas	Thomas	Kelsall	T. Kelsall	GSFC-Code 685			N_N
SMWG/Person/Thomas.L.Aggson	Thomas L. Aggson	Thomas	Thomas, L.	Aggson	T.L. Aggson	Retired - formerly at GSFC-Code 696			N_I_N
SMWG/Person/Thomas.L.Barnett	Thomas L. Barnett	Thomas	Thomas, L.	Barnett	T.L. Barnett	Unknown - formerly at NASA Johnson Space Cen			N_I_N
SMWG/Person/Thomas.L.Cline	Thomas L. Cline	Thomas	Thomas, L.	Cline	T.L. Cline	GSFC-Code 661			N_I_N
SMWG/Person/Thomas.L.Fischetti	Thomas L. Fischetti	Thomas	Thomas, L.	Fischetti	T.L. Fischetti	Technical Management Consultants, Inc			N_I_N
SMWG/Person/Thomas.Laaspere	Thomas Laaspere	Thomas	Thomas	Laaspere	T. Laaspere	Dartmouth College			N_N
SMWG/Person/Thomas.M.Donahue	Thomas M. Donahue	Thomas	Thomas, M.	Donahue	T.M. Donahue	University of Michigan			N_I_N
SMWG/Person/Thomas.M.Ragland	Thomas M. Ragland	Thomas	Thomas, M.	Ragland	T.M. Ragland	Unknown - formerly at NASA-GSFC			N_I_N
SMWG/Person/Thomas.N.Gautier	Thomas N. Gautier	Thomas	Thomas, N.	Gautier	T.N. Gautier	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Thomas.N.Woods	Thomas N. Woods	Thomas	Thomas, N.	Woods	T.N. Woods	University of Colorado		LASP SDO SORCE TIMED	N_I_N
SMWG/Person/Thomas.P.Armstrong	Thomas P. Armstrong	Thomas	Thomas, P.	Armstrong	T.P. Armstrong	Fundamental Technologies, LLC		IMP8 Ulysses	N_I_N
SMWG/Person/Thomas.P.Meloy	Thomas P. Meloy	Thomas	Thomas, P.	Meloy	T.P. Meloy	West Virginia University			N_I_N
SMWG/Person/Thomas.P.Sparn	Thomas P. Sparn	Thomas	Thomas, P.	Sparn	T.P. Sparn	University of Colorado			N_I_N
SMWG/Person/Thomas.R.Kaiser	Thomas R. Kaiser	Thomas	Thomas, R.	Kaiser	T.R. Kaiser	University of Sheffield			N_I_N
SMWG/Person/Thomas.R.Meylan	Thomas R. Meylan	Thomas	Thomas, R.	Meylan	T.R. Meylan	Computer Sciences Corporation			N_I_N
SMWG/Person/Thomas.Rimmele	Thomas Rimmele	Thomas	Thomas	Rimmele	T. Rimmele	Sac Peak			N_N
SMWG/Person/Thomas.T.Wilheit.Jr	Thomas T. Wilheit, Jr.	Thomas	Thomas, T.	Wilheit, Jr.	T.T. Wilheit, Jr.	Texas A&amp;M University			N_I_N
SMWG/Person/Thomas.W.Narock	Thomas W. Narock	Thomas	Thomas, W.	Narock	T.W. Narock	University of Maryland, Baltimore County			N_I_N
SMWG/Person/Thomas.Y.Yi	Thomas Y. Yi	Thomas	Thomas, Y.	Yi	T.Y. Yi	GSFC-Code 563			N_I_N
SMWG/Person/Thomas.Zurbuchen	Thomas Zurbuchen	Thomas	Thomas	Zurbuchen	T. Zurbuchen	University of Michigan		Wind	N_N
SMWG/Person/Thora.Halstead	Thora Halstead	Thora	Thora	Halstead	T. Halstead	NASA Headquarters			N_N
SMWG/Person/Thorsteinn.Saemundsson	Thorsteinn Saemundsson	Thorsteinn	Thorsteinn	Saemundsson	T. Saemundsson	Science Institute			N_N
SMWG/Person/Tielong.Zhang	Tielong Zhang	Tielong	Tielong	Zhang	T. Zhang	Institut fur Weltraumforschung			N_N
SMWG/Person/Tilmann.Spohn	Tilmann Spohn	Tilmann	Tilmann	Spohn	T. Spohn	Westfalische Wilhelms-Universitat Muenster			N_N
SMWG/Person/Tim.Fuller-Rowell	Tim Fuller-Rowell	Tim	Tim	Fuller-Rowell	T. Fuller-Rowell	NOAA			N_N
SMWG/Person/Tim.Oddy	Tim Oddy	Tim	Tim	Oddy	T. Oddy	"Imperial College of Science, Technology and Medicine"			N_N
SMWG/Person/Timothy.A.Howard	Timothy A. Howard	Timothy	Timothy, A.	Howard	T.A. Howard	Southwest Research Institute		STEREO-A	N_I_N
SMWG/Person/Timothy.B.Guild	Timothy B. Guild	Timothy	Timothy, B.	Guild	T.B. Guild	Aerospace Corporation			N_I_N
SMWG/Person/Timothy.Bromage	Timothy Bromage	Timothy	Timothy	Bromage	T. Bromage	Hunter College			N_N
SMWG/Person/Timothy.C.Gehringer	Timothy C. Gehringer	Timothy	Timothy, C.	Gehringer	T.C. Gehringer	GSFC-Code 410			N_I_N
SMWG/Person/Timothy.E.Eastman	Timothy E. Eastman	Timothy	Timothy, E.	Eastman	T.E. Eastman	GSFC-Code 612.4			N_I_N
SMWG/Person/Timothy.F.Bell	Timothy F. Bell	Timothy	Timothy, F.	Bell	T.F. Bell	Stanford University			N_I_N
SMWG/Person/Timothy.J.Parker	Timothy J. Parker	Timothy	Timothy, J.	Parker	T.J. Parker	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Timothy.L.Killeen	Timothy L. Killeen	Timothy	Timothy, L.	Killeen	T.L. Killeen	National Center for Atmospheric Research		TIMED	N_I_N
SMWG/Person/Timothy.L.Miller	Timothy L. Miller	Timothy	Timothy, L.	Miller	T.L. Miller	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Timothy.P.Krisher	Timothy P. Krisher	Timothy	Timothy, P.	Krisher	T.P. Krisher	NASA Marshall Space Flight Center			N_I_N
SMWG/Person/Timothy.Quinn	Timothy Quinn	Timothy	Timothy	Quinn	T. Quinn	University of California, Berkeley			N_N
SMWG/Person/Tina.M.Pauro	Tina M. Pauro	Tina	Tina, M.	Pauro	T.M. Pauro	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Tobias.C.Owen	Tobias C. Owen	Tobias	Tobias, C.	Owen	T.C. Owen	University of Hawaii			N_I_N
SMWG/Person/Todd.A.King	Todd A. King	Todd	Todd, A.	King	T.A. King	Institute of Geophysics and Planetary Physics, University of California, Los Angeles		Voyager1 Voyager2	N_I_N
SMWG/Person/Todd.A.Meister	Todd A. Meister	Todd	Todd, A.	Meister	T.A. Meister	American Radiology Associates			N_I_N
SMWG/Person/Todd.Hoeksema	Todd Hoeksema	Todd	Todd	Hoeksema	T. Hoeksema	Stanford University			N_N
SMWG/Person/Tohru.Sakurai	Tohru Sakurai	Tohru	Tohru	Sakurai	T. Sakurai	Tokai University			N_N
SMWG/Person/Tom.Gehrels	Tom Gehrels	Tom	Tom	Gehrels	T. Gehrels	University of Arizona			N_N
SMWG/Person/Tomas.R.do.Espirito.Santo	Tomas R. do Espirito Santo	Tomas		Santo	Tomas R. do Espirito Santo	Instituto Nacional de Meteoroligia e Geofisica			OTHER
SMWG/Person/Tomizo.Itoh	Tomizo Itoh	Tomizo	Tomizo	Itoh	T. Itoh	Institute of Space and Astronautical			N_N
SMWG/Person/Tomoki.Yanagimchi	Tomoki Yanagimchi	Tomoki	Tomoki	Yanagimchi	T. Yanagimchi	Rikkyo University			N_N
SMWG/Person/Tony.C.D.Knight	Tony C. D. Knight	Tony	Tony, C. D.	Knight	T.C.D. Knight	Martin-Marietta Aerospace			N_I_I_N
SMWG/Person/Tony.Hurst	Tony Hurst	Tony	Tony	Hurst	T. Hurst	Institute of Geological Nuclear Sciences Ltd, Wellington, New Zealand			N_N
SMWG/Person/Torrence.V.Johnson	Torrence V. Johnson	Torrence	Torrence, V.	Johnson	T.V. Johnson	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Torsten.Neubert	Torsten Neubert	Torsten	Torsten	Neubert	T. Neubert	Danish Meteorological Institute			N_N
SMWG/Person/Toshifumi.Mukai	Toshifumi Mukai	Toshifumi	Toshifumi	Mukai	T. Mukai	Institute of Space and Astronautical Science, JAXA		Weygand	N_N
SMWG/Person/Toshihiko.Iyemori	Toshihiko Iyemori	Toshihiko	Toshihiko	Iyemori	T. Iyemori	WDC for Geomagnetism, Kyoto U.			N_N
SMWG/Person/Toshihiro.Ogawa	Toshihiro Ogawa	Toshihiro	Toshihiro	Ogawa	T. Ogawa	University of Tokyo			N_N
SMWG/Person/Toshimi.Okada	Toshimi Okada	Toshimi	Toshimi	Okada	T. Okada	Toyama Prefectural University			N_N
SMWG/Person/Toshio.Murakami	Toshio Murakami	Toshio	Toshio	Murakami	T. Murakami	Institute of Space and Astronautical			N_N
SMWG/Person/Toshio.Terasawa	Toshio Terasawa	Toshio	Toshio	Terasawa	T. Terasawa	University of Tokyo			N_N
SMWG/Person/Toyo.Kamei	Toyo Kamei	Toyo	Toyo	Kamei	T. Kamei	Kyoto University		Kyoto	N_N
SMWG/Person/Toyohisa.Kamei	Toyohisa Kamei	Toyohisa	Toyohisa	Kamei	T. Kamei	WDC C2 for Geomagnetism			N_N
SMWG/Person/Trefor.Edwards	Trefor Edwards	Trefor	Trefor	Edwards	T. Edwards	Rutherford Appleton Laboratory			N_N
SMWG/Person/Trevor.R.Sanderson	Trevor R. Sanderson	Trevor	Trevor, R.	Sanderson	T.R. Sanderson	ESA-European Space Research Technology			N_I_N
SMWG/Person/Trifon.Samardjiev	Trifon Samardjiev	Trifon	Trifon	Samardjiev	T. Samardjiev	Bulgarian Academy of Sciences			N_N
SMWG/Person/Troy.A.Crites	Troy A. Crites	Troy	Troy, A.	Crites	T.A. Crites	Sparta, Inc			N_I_N
SMWG/Person/Troy.D.Cline	Troy D. Cline	Troy	Troy, D.	Cline	T.D. Cline	GSFC-Code 612.4			N_I_N
SMWG/Person/Truls.Lynne.Hansen	Truls Lynne Hansen	Truls	Truls, Lynne	Hansen	T.L. Hansen	The Auroral Observatory		THEMIS	N_N_N
SMWG/Person/Trutz.Foelsche	Trutz Foelsche	Trutz	Trutz	Foelsche	T. Foelsche	NASA Langley Research Center			N_N
SMWG/Person/Ts.N.Gogosheva	Ts. N. Gogosheva	Ts.	Ts., N.	Gogosheva	Ts.N. Gogosheva	Bulgarian Academy of Sciences			IR_I_N
SMWG/Person/Tsugunobu.Nagai	Tsugunobu Nagai	Tsugunobu	Tsugunobu	Nagai	T. Nagai	Tokyo Institute of Technology		Weygand	N_N
SMWG/Person/Tsuko.Nakamura	Tsuko Nakamura	Tsuko	Tsuko	Nakamura	T. Nakamura	National Astronomical Observatory			N_N
SMWG/Person/Tsuyoshi.Kohno	Tsuyoshi Kohno	Tsuyoshi	Tsuyoshi	Kohno	T. Kohno	Institute of Physical and Chemical			N_N
SMWG/Person/Tsvetan.P.Dachev	Tsvetan P. Dachev	Tsvetan	Tsvetan, P.	Dachev	T.P. Dachev	Bulgarian Academy of Sciences			N_I_N
SMWG/Person/Tuija.Pulkkinen	Tuija Pulkkinen	Tuija	Tuija	Pulkkinen	T. Pulkkinen	Finnish Meteorological Institute			N_N
SMWG/Person/Tycho.T.Von.Rosenvinge	Tycho T. Von Rosenvinge	Tycho	Tycho, T. Von	Rosenvinge	T.T.V. Rosenvinge	GSFC-Code 661		Wind	N_I_N_N
SMWG/Person/U.Herrmann	U. Herrmann	U.	U.	Herrmann	U. Herrmann	Universitat Bern			I_N
SMWG/Person/U.Huth	U. Huth	U.	U.	Huth	U. Huth	European Space Agency			I_N
SMWG/Person/U.Sukhbaatar	U. Sukhbaatar	U.	U.	Sukhbaatar	U. Sukhbaatar	MPR Academy of Sciences, Center of Seismology and Geomagnetism, Ulan Bator, Peoples Republic of Mongolia			I_N
SMWG/Person/UNKNOWN	UNKNOWN			UNKNOWN	UNKNOWN	UNKNOWN		SAC-C	N
SMWG/Person/Udipi.Ramachandra.Rao	Udipi Ramachandra Rao	Udipi	Udipi, Ramachandra	Rao	U.R. Rao	Physical Research Laboratory Council			N_N_N
SMWG/Person/Ulf.Von.Zahn	Ulf Von Zahn	Ulf	Ulf, Von	Zahn	U.V. Zahn	Institut fuer Atmosphaerenphysik			N_N_N
SMWG/Person/Uli.Auster	Uli Auster	Uli	Uli	Auster	U. Auster	Max-Planck-Institut fuer Extraterrestrische Physik			N_N
SMWG/Person/Ulrich.Reininghaus	Ulrich Reininghaus	Ulrich	Ulrich	Reininghaus	U. Reininghaus	European Space Agency			N_N
SMWG/Person/Ulrich.Zimmermann	Ulrich Zimmermann	Ulrich	Ulrich	Zimmermann	U. Zimmermann	Max-Planck-Institut fur Extra-			N_N
SMWG/Person/Umberto.de.Angelis	Umberto de Angelis	Umberto	Umberto, de	Angelis	U.d. Angelis	Universita degli Studi di Napoli			N_N_N
SMWG/Person/Umran.S.Inan	Umran S. Inan	Umran	Umran, S.	Inan	U.S. Inan	STAR Laboratories			N_I_N
SMWG/Person/Upendra.D.Desai	Upendra D. Desai	Upendra	Upendra, D.	Desai	U.D. Desai	GSFC-Code 682			N_I_N
SMWG/Person/Uri.Feldman	Uri Feldman	Uri	Uri	Feldman	U. Feldman	US Naval Research Laboratory			N_N
SMWG/Person/Uri.Samir	Uri Samir	Uri	Uri	Samir	U. Samir	University of Michigan			N_N
SMWG/Person/Urs.Mall	Urs Mall	Urs	Urs	Mall	U. Mall	Max-Planck Institut fur Sonnensystemforschung			N_N
SMWG/Person/V.A.Ambartsumian	V. A. Ambartsumian	V.	V., A.	Ambartsumian	V.A. Ambartsumian	Armenian Academy of Sciences			I_I_N
SMWG/Person/V.A.Glasyshev	V. A. Glasyshev	V.	V., A.	Glasyshev	V.A. Glasyshev	Academy of Sciences			I_I_N
SMWG/Person/V.A.Iozenas	V. A. Iozenas	V.	V., A.	Iozenas	V.A. Iozenas	Moscow State University			I_I_N
SMWG/Person/V.A.W.Harrison	V. A. W. Harrison	V.	V., A. W.	Harrison	V.A.W. Harrison	University of Manchester			I_I_I_N
SMWG/Person/V.Akimov	V. Akimov	V.	V.	Akimov	V. Akimov	Academy of Sciences			I_N
SMWG/Person/V.Bengin	V. Bengin	V.	V.	Bengin	V. Bengin	Institute of Biomedical Problems			I_N
SMWG/Person/V.Carrara	V. Carrara	V.	V.	Carrara	V. Carrara	Consiglio Nazionale delle Ricerche			I_N
SMWG/Person/V.D.Ozerov	V. D. Ozerov	V.	V., D.	Ozerov	V.D. Ozerov	Academy of Sciences			I_I_N
SMWG/Person/V.E.Dudkin	V. E. Dudkin	V.	V., E.	Dudkin	V.E. Dudkin	Institute of Biomedical Problems			I_I_N
SMWG/Person/V.F.Gubsky	V. F. Gubsky	V.	V., F.	Gubsky	V.F. Gubsky	Academy of Sciences			I_I_N
SMWG/Person/V.G.Boldyrev	V. G. Boldyrev	V.	V., G.	Boldyrev	V.G. Boldyrev	Glavnogo Upravleniya			I_I_N
SMWG/Person/V.G.Istomin	V. G. Istomin	V.	V., G.	Istomin	V.G. Istomin	Institute of Cosmophysical Research			I_I_N
SMWG/Person/V.G.Kurt	V. G. Kurt	V.	V., G.	Kurt	V.G. Kurt	Academy of Sciences			I_I_N
SMWG/Person/V.Golovkov	V. Golovkov	V.	V.	Golovkov	V. Golovkov	IZMIRAN			I_N
SMWG/Person/V.I.Korolkov	V. I. Korolkov	V.	V., I.	Korolkov	V.I. Korolkov	Institute of Biomedical Problems			I_I_N
SMWG/Person/V.I.Kostenko	V. I. Kostenko	V.	V., I.	Kostenko	V.I. Kostenko	Academy of Sciences			I_I_N
SMWG/Person/V.I.Moroz	V. I. Moroz	V.	V., I.	Moroz	V.I. Moroz	Institute of Cosmophysical Research			I_I_N
SMWG/Person/V.I.Nalivayko	V. I. Nalivayko	V.	V., I.	Nalivayko	V.I. Nalivayko	IZMIRAN			I_I_N
SMWG/Person/V.I.Syachinov	V. I. Syachinov	V.	V., I.	Syachinov	V.I. Syachinov	Academy of Sciences			I_I_N
SMWG/Person/V.Joneleit	V. Joneleit	V.	V.	Joneleit	V. Joneleit	Deutsche Forschungs-U. Versuchsanstalt			I_N
SMWG/Person/V.K.Nagar	V. K. Nagar	V.	V., K.	Nagar	V.K. Nagar	Geodetic Research Branch			I_I_N
SMWG/Person/V.L.Caplan	V. L. Caplan	V.	V., L.	Caplan	V.L. Caplan	City College of New York			I_I_N
SMWG/Person/V.M.Balebanov	V. M. Balebanov	V.	V., M.	Balebanov	V.M. Balebanov	Institute of Cosmophysical Research			I_I_N
SMWG/Person/V.N.Ponomarev	V. N. Ponomarev	V.	V., N.	Ponomarev	V.N. Ponomarev	Address Unknown			I_I_N
SMWG/Person/V.Nesterov	V. Nesterov	V.	V.	Nesterov	V. Nesterov	Academy of Sciences			I_N
SMWG/Person/V.P.Popovic	V. P. Popovic	V.	V., P.	Popovic	V.P. Popovic	Emory University			I_I_N
SMWG/Person/V.Palazzola	V. Palazzola	V.	V.	Palazzola	V. Palazzola	Hughes Aircraft Company			I_N
SMWG/Person/V.Reggie.Edgerton	V. Reggie Edgerton	V.	V., Reggie	Edgerton	V.R. Edgerton	University of California, Los Angeles			I_N_N
SMWG/Person/V.S.Avduevsky	V. S. Avduevsky	V.	V., S.	Avduevsky	V.S. Avduevsky	Academy of Sciences			I_I_N
SMWG/Person/V.S.Dokunin	V. S. Dokunin	V.	V., S.	Dokunin	V.S. Dokunin	IZMIRAN			I_I_N
SMWG/Person/V.S.Smirnov	V. S. Smirnov	V.	V., S.	Smirnov	V.S. Smirnov	Polar Geophysical Institute			I_I_N
SMWG/Person/V.T.Zavientseff	V. T. Zavientseff	V.	V., T.	Zavientseff	V.T. Zavientseff	Unknown - formerly at Oxford U			I_I_N
SMWG/Person/V.V.Afonin	V. V. Afonin	V.	V., V.	Afonin	V.V. Afonin	Academy of Sciences			I_I_N
SMWG/Person/V.V.Bezrukikh	V. V. Bezrukikh	V.	V., V.	Bezrukikh	V.V. Bezrukikh	Academy of Sciences			I_I_N
SMWG/Person/V.V.Stepantsov	V. V. Stepantsov	V.	V., V.	Stepantsov	V.V. Stepantsov	Institute of Biomedical Problems			I_I_N
SMWG/Person/V.V.Temniy	V. V. Temniy	V.	V., V.	Temniy	V.V. Temniy	IZMIRAN			I_I_N
SMWG/Person/Valery.A.Styazhkin	Valery A. Styazhkin	Valery	Valery, A.	Styazhkin	V.A. Styazhkin	IZMIRAN		Prognoz6 Prognoz7 Prognoz9 Vega1 Vega2	N_I_N
SMWG/Person/Valery.Fomichev	Valery Fomichev	Valery	Valery	Fomichev	V. Fomichev	IZMIRAN			N_N
SMWG/Person/Valery.G.Petrov	Valery G. Petrov	Valery	Valery, G.	Petrov	V.G. Petrov	IZMIRAN		Prognoz6 Prognoz7 Prognoz9 Vega1 Vega2	N_I_N
SMWG/Person/Valery.Grushin	Valery Grushin	Valery	Valery	Grushin	V. Grushin	Russian Academy of Sciences			N_N
SMWG/Person/Valery.Korepanov	Valery Korepanov	Valery	Valery	Korepanov	V. Korepanov	1) British Antarctic Survey (Before Feb 96), 2) Ukrainian Antartic Center, Institute of Geophysics, Academy of Sciences of the Ukraine (After Feb 96)			N_N
SMWG/Person/Vance.I.Oyama	Vance I. Oyama	Vance	Vance, I.	Oyama	V.I. Oyama	NASA Ames Research Center			N_I_N
SMWG/Person/Vania.K.Jordanova	Vania K. Jordanova	Vania	Vania, K.	Jordanova	V.K. Jordanova	LANL			N_I_N
SMWG/Person/Varice.F.Henry	Varice F. Henry	Varice	Varice, F.	Henry	V.F. Henry	Unknown - formerly at GSFC-Code 951			N_I_N
SMWG/Person/Vasily.I.Moroz	Vasily I. Moroz	Vasily	Vasily, I.	Moroz	V.I. Moroz	Russian Academy of Sciences			N_I_N
SMWG/Person/Vassilis.Angelopoulos	Vassilis Angelopoulos	Vassilis	Vassilis	Angelopoulos	V. Angelopoulos	University of California, Los Angeles		ELFIN THEMIS	N_N
SMWG/Person/Ventsislav.G.Markov	Ventsislav G. Markov	Ventsislav	Ventsislav, G.	Markov	V.G. Markov	Bulgarian Academy of Sciences			N_I_N
SMWG/Person/Vernon.L.Williams	Vernon L. Williams	Vernon	Vernon, L.	Williams	V.L. Williams	Westinghouse Electric Corporation			N_I_N
SMWG/Person/Vernon.M.Dauphin.Jr	Vernon M. Dauphin, Jr.	Vernon	Vernon, M.	Dauphin, Jr.	V.M. Dauphin, Jr.	Unknown - formerly at NASA Johnson Spac			N_I_N
SMWG/Person/Vernonica.Vallejos.Marchant	Vernonica Vallejos Marchant	Vernonica	Vernonica, Vallejos	Marchant	V.V. Marchant	Departamento de Proyectos de Investigacioacuten y Medioambiente			N_N_N
SMWG/Person/Veronica.Bindi	Veronica Bindi	Veronica	Veronica	Bindi	V. Bindi	Department of Physics and Astronomy		ISS	N_N
SMWG/Person/Viacheslav.Linkin	Viacheslav Linkin	Viacheslav	Viacheslav	Linkin	V. Linkin	Russian Academy of Sciences			N_N
SMWG/Person/Vicente.Domingo	Vicente Domingo	Vicente	Vicente	Domingo	V. Domingo	Universidad de Barcelona			N_N
SMWG/Person/Vicky.L.Barlow	Vicky L. Barlow	Vicky	Vicky, L.	Barlow	V.L. Barlow	Jet Propulsion Laboratory			N_I_N
SMWG/Person/Victor.J.Pizzo	Victor J. Pizzo	Victor	Victor, J.	Pizzo	V.J. Pizzo	NOAA Space Weather Prediction Center			N_I_N
